18 131
4 5 31013822
2 4 827363773
1 11 388581011
2 5 201550555
12 17 948661939
15 18 35780764
10 16 481649627
11 12 378124996
6 17 589273496
11 16 198767316
6 16 664671789
6 9 902371723
2 7 255674297
9 10 934482095
5 18 51696025
2 10 669148940
5 16 486547978
2 18 230452925
2 3 490405395
8 10 727550889
8 9 27475361
8 13 769190480
5 17 525794291
9 13 499465415
14 16 17455160
6 14 584454657
3 11 124547701
12 15 584743247
7 9 968863916
3 4 534674985
13 18 495014458
9 11 113799214
5 6 726316928
9 15 654794601
8 12 177043910
2 6 470892757
3 13 399129435
5 7 832422690
3 12 81008640
11 18 628672441
2 17 1315717
12 18 789934078
15 17 317480628
7 15 169949908
4 17 344411246
3 9 888580197
3 6 113553172
11 14 81514018
4 12 367487528
6 10 540417289
7 13 814239283
5 10 311659045
1 13 853985000
1 3 301667163
4 11 300226953
6 11 878117986
13 17 431777673
8 15 974901779
16 17 824495474
13 14 429130210
1 12 609553928
7 18 609549228
2 15 120226734
6 15 243161010
6 7 324931593
3 10 553718501
6 13 444709859
7 10 502011747
1 9 314219345
1 15 567749441
2 13 907704342
8 18 929645962
10 13 912515146
11 15 908048264
1 10 282984246
3 17 501236289
1 5 611408002
8 16 696777796
7 12 460386193
10 11 623275941
1 16 289605420
12 16 961136709
10 14 66116445
5 13 936775766
10 15 285622685
1 2 817333021
17 18 298703665
8 14 510014458
4 6 191803856
1 7 648637349
5 9 876683401
2 11 265153465
6 8 321717987
4 9 570628726
6 12 598151749
15 16 247016642
4 18 445741976
7 14 913738865
1 8 513404202
9 18 783615685
2 9 103631061
1 4 107609400
4 15 731197535
4 16 187520120
14 15 364372516
4 10 130231218
3 14 454746098
10 18 180485651
3 5 578779187
4 13 467346571
10 17 232347985
4 7 275230675
3 18 403373909
5 12 488729777
7 16 87112145
2 8 347782266
2 16 855216640
11 13 173674968
3 8 865388843
8 11 467829197
5 15 97552717
3 7 154268407
3 15 672167418
9 12 195091733
3 16 878512508
10 12 863819977
9 17 184907326
12 14 130473887
16 18 643548269
13 15 869947981
7 17 965926875
