1000 2343
130 179 540360693
199 959 956627155
793 818 549705553
558 644 471555818
138 972 192880313
246 999 182199977
269 500 125108289
706 802 455614174
443 632 916479053
159 224 179559463
261 937 513535332
40 65 101678317
87 398 632550217
205 450 747745938
68 610 852831564
94 348 595571174
339 902 298854877
424 524 622603486
74 339 468957537
176 779 38846343
422 841 947818568
484 658 3143735
334 890 161256543
293 652 857238790
48 722 550974818
774 913 999689340
819 823 286278869
1 625 67670923
85 435 891881747
317 794 160372927
338 827 232121254
95 250 169938611
137 768 797228761
66 624 995492806
678 948 621423756
155 904 718684943
519 705 374580806
311 752 631322253
147 703 597435024
288 692 751801507
431 973 925934976
589 867 233396418
441 819 53150355
648 753 878978407
210 510 269459392
110 939 481379144
253 913 390838217
559 851 673581001
647 952 385610195
270 341 936165045
187 248 303028793
552 594 911135017
308 881 687308444
435 724 574415827
51 814 531856190
541 581 708768860
446 936 346000784
434 569 698264098
121 928 636527625
389 940 738897450
864 896 40638776
508 759 335590485
81 712 610140700
13 705 855384528
276 789 881611699
14 578 859194065
116 812 27779536
258 307 978400127
275 760 494925617
74 342 77076529
191 731 254248656
442 1000 687626459
454 836 523128441
344 887 975716292
670 765 778700444
167 220 601397628
319 662 166598500
251 919 511258637
64 660 517336327
350 398 194861424
261 825 698901343
322 328 881724738
56 170 844801722
311 401 480812983
863 956 844727789
69 855 801436110
214 951 804615599
154 402 200749766
136 976 537797923
210 265 39733968
454 800 507774390
417 526 32661253
651 808 417399339
424 921 463654554
86 616 619146995
168 938 845519697
521 881 372442561
247 472 951755058
263 653 529074270
533 928 103983483
367 762 530837689
664 891 22870740
83 331 347698241
107 647 541482182
758 977 758205559
438 785 649853550
698 918 27459262
535 636 670391405
820 865 208252789
83 977 454154786
171 710 506073671
348 466 980583963
762 889 848910785
220 334 927832519
452 917 899271204
345 694 757967473
87 704 114632572
597 731 6623081
301 715 246540016
59 78 376019331
550 763 862396252
125 206 259907013
333 489 606816540
140 141 283281755
403 547 85383466
134 526 923793102
133 338 337645931
558 765 528748661
360 555 191854661
203 436 258226219
92 652 311800180
286 589 162118209
94 469 106103838
26 731 751444406
360 626 665826340
261 541 523130277
178 515 699649722
505 924 488580094
38 440 216556089
39 805 108567416
77 80 595488563
641 786 566188742
418 555 290726088
134 561 177602312
573 607 803762231
22 247 178853252
377 541 540145591
502 951 42150037
730 996 125041799
711 951 80406499
884 940 325679684
406 408 892208595
340 362 357854074
38 196 460931649
597 785 236707196
286 525 879228524
492 957 940977527
190 964 409262641
278 643 508969157
571 990 886082172
184 575 421722750
41 640 968947963
374 974 37122645
104 431 423907603
106 807 464780448
250 530 858612247
623 846 910253496
322 461 21619383
642 896 625422978
488 827 498723254
190 648 925282893
91 992 424242143
187 457 528290271
735 758 573735737
876 921 47238090
295 736 453717369
365 924 271142403
286 442 969238455
39 937 965656244
8 282 801175909
358 920 15706704
195 310 674061436
82 836 20277480
682 702 692529399
332 465 180732093
147 180 48979844
428 566 232197653
479 731 69066105
248 402 340272210
48 540 878621700
198 738 354564159
530 769 802253478
87 106 82546605
752 931 160434914
47 903 918601278
215 535 543913777
252 658 4407680
203 816 633364792
398 451 612582973
678 883 364191548
160 202 679287056
511 764 217163989
799 819 576373819
811 917 93045473
17 325 478519480
243 461 487759035
798 979 208823437
189 812 406569133
681 820 19670628
7 405 2543522
746 876 817153114
107 362 339309088
831 994 640340502
272 587 807126644
122 311 646435870
590 842 286078510
344 846 74260581
212 727 321054415
230 446 155770407
254 421 528783808
439 736 244738809
13 447 695911302
115 285 234528539
724 885 715484724
773 938 174163216
581 851 20118304
289 433 691725424
531 881 715982809
97 415 647430140
64 629 880554072
8 560 833278707
163 297 454684276
280 915 180055459
189 601 6442651
544 577 507768130
417 815 706900415
376 570 566540542
92 559 458814093
47 722 656934994
262 495 543768548
306 953 959528090
492 692 93936260
715 972 24370153
177 492 534737414
782 816 984600346
22 990 471810315
371 418 408004900
407 722 931119288
38 723 593372595
199 268 781548897
717 916 625958643
277 833 352747651
209 362 461802670
4 30 292986360
627 698 430154904
327 349 238633573
248 866 640524777
698 969 11723510
9 213 95675436
395 778 440711757
651 924 672390999
717 804 252173495
74 933 862936858
393 511 658079136
232 283 583425915
642 759 205759561
138 642 878060706
779 996 675279799
607 935 913126385
690 708 871286766
478 539 50814551
21 305 921366623
37 115 359273446
138 942 861491102
754 918 839597730
355 821 995263575
815 877 254725275
347 632 273547138
710 897 619251517
385 758 522508757
121 460 318574053
600 792 50248314
158 874 979796920
251 795 705383170
472 752 881516720
950 969 409731224
390 730 45205495
514 707 84344953
180 296 985282423
232 523 735136163
684 815 118243505
174 533 62719436
792 949 835574478
88 570 938995093
424 809 945264627
203 897 788098047
263 655 567061465
686 857 817064221
610 872 539701148
71 673 484146187
445 454 808482514
97 232 324039710
158 901 913908702
54 94 753703772
35 513 47595398
121 516 317448238
100 203 108076483
532 543 879245908
288 902 29170648
359 492 301751576
700 762 193876390
320 456 124173510
679 698 211138109
704 893 297887066
63 251 796072886
173 760 967895675
342 622 552328767
618 626 990487208
471 861 303076470
160 410 521391536
519 727 195894011
567 749 931492455
611 970 112718656
404 952 882788758
77 780 433902498
590 733 372131891
831 838 893998781
501 659 202366161
192 983 886981627
165 281 684675673
674 986 643451758
738 910 893752314
93 786 191301344
91 225 149779038
108 641 208677927
684 880 292619293
377 650 748239036
270 729 459472758
53 635 35822222
8 28 755703100
810 909 382510100
925 961 165377293
655 732 993325473
35 121 401282250
344 893 376239611
409 434 394890050
94 139 812075053
49 137 844320304
209 453 151851163
356 494 904242535
447 818 937972055
235 914 499276619
442 589 519495091
249 856 233972355
778 947 527300887
414 617 765046508
192 299 24043284
135 908 591088080
221 351 160559800
473 677 254300503
79 205 401772323
497 940 72298813
266 651 581495642
163 189 905626308
120 239 374582107
434 723 534899692
437 758 553173616
633 962 402036706
510 974 493259976
122 423 372014261
421 789 341909059
509 782 811219535
19 568 322380428
476 696 662093986
275 753 966612588
141 680 193391905
287 840 159333469
445 963 451484529
263 860 47323230
279 966 88520032
575 830 572728581
30 850 727468053
624 675 762935258
78 522 204609673
187 636 727163105
382 877 956869429
129 428 943039352
374 977 179196685
560 604 46622819
139 170 247820204
773 965 311771429
248 442 433461967
143 191 900357265
184 898 83385095
564 604 812434079
11 253 595495850
177 995 210135939
523 560 229265418
557 991 670204923
96 625 956311529
274 979 626832104
100 390 448170795
374 722 929890848
128 347 335248589
39 649 423484034
122 184 746063126
434 570 822218058
51 219 51174155
151 556 163586213
424 856 486466855
117 680 290668935
13 556 85691211
492 893 514531004
599 948 373309939
829 890 794674493
473 926 16384170
245 516 660211140
779 790 921699263
160 588 736969122
293 617 61997369
955 971 701101776
269 887 566228231
495 496 206587715
257 676 23539323
381 396 530248067
323 959 510521593
462 898 669714558
346 378 452681195
321 743 877670553
44 710 356023799
228 796 679230983
657 690 971612532
220 401 198919774
438 786 595602457
223 845 4820327
586 846 481688567
46 131 304316725
277 681 575547817
363 666 772908920
89 711 324180937
51 368 250738194
268 640 882961317
432 961 333098730
520 743 308495154
129 298 247984384
197 902 504142912
583 996 62334658
286 987 411547374
141 599 548679069
40 994 786495841
182 237 75747542
95 526 570551984
486 675 867966873
432 796 856317218
591 644 488875602
12 398 536162203
379 770 195668283
445 613 629086802
485 686 120350773
266 705 374812871
434 835 290035676
204 316 366645492
553 695 290343381
402 753 447473602
197 376 445428329
36 423 302627006
508 856 561788759
398 984 678870796
468 469 585644517
418 738 91092379
313 892 179017784
174 436 8488601
400 816 269593061
127 308 641096233
81 571 645247943
17 538 499042387
306 759 943528722
293 986 496400444
590 629 593124776
602 884 635854998
671 943 687788458
235 348 531763545
545 889 203989586
222 488 813625010
83 150 510277632
576 836 668620604
723 861 360101778
773 884 884391789
188 419 941501688
236 529 215077458
163 389 169310470
346 940 713763710
186 276 482786444
509 726 15545407
78 245 256445603
513 709 799167507
708 900 274379849
309 937 55635034
440 540 590929712
418 554 961488204
231 292 313004498
448 535 473816620
56 709 252592840
408 932 108961469
217 271 840859484
197 880 869914101
498 515 996168540
390 471 780348912
392 968 544621617
810 929 727485735
449 656 288872751
72 909 974317281
731 809 441884461
6 403 899733737
639 952 611748184
134 221 829104256
526 995 346079556
394 759 2850453
339 779 890739779
537 967 291989299
453 776 259531770
370 395 132668986
282 456 73489968
173 492 276391761
492 620 559655401
156 704 659797274
350 502 907391923
477 917 714320808
151 430 72663359
250 723 74066989
97 153 526175794
93 221 844875767
879 964 215286845
115 261 867313309
291 763 759422571
545 635 801445237
24 511 741852601
493 799 888798280
79 586 424303851
1 333 217640776
229 373 795303837
203 783 781342274
230 235 993612439
560 661 296411407
24 172 5243749
157 544 390417232
69 904 204738855
352 709 711206233
446 985 957996197
88 173 212542573
16 621 93949350
289 331 486488620
693 907 558868353
381 669 908838217
431 572 855174900
321 791 523228031
176 406 375576884
334 984 739336389
763 916 271048260
616 706 634108351
202 464 617339018
356 460 558503288
509 758 951325086
481 994 658445390
630 908 271840869
98 134 201706029
665 909 570430046
270 456 566340607
380 861 65249851
195 825 550058083
431 944 341637043
605 692 555008924
752 816 136097430
507 802 575077579
129 377 355075361
54 263 807389280
382 904 141794195
635 927 835540942
113 544 995477247
711 982 547268222
137 889 612372836
191 526 869031429
240 254 521406714
873 904 948621208
56 609 902721742
3 480 280253631
116 202 996876432
209 732 570725704
201 504 513791403
354 562 330971262
257 677 784287638
631 757 287168410
156 384 876363114
42 172 184900986
576 841 602581171
800 984 529039248
244 752 665545610
16 434 600997404
264 460 627032547
384 931 319164317
2 693 503757346
15 999 346380676
148 985 10247412
162 363 937001003
249 889 29551196
291 338 84559364
74 279 510832140
205 280 257852437
253 750 325243126
469 786 810690979
43 246 28244513
180 309 20409133
873 958 618646720
116 126 835420316
692 862 637976447
262 574 615489207
291 731 976879392
243 248 548245980
40 939 738771526
542 711 934693356
451 969 637751441
405 877 579765639
388 441 412544746
25 915 558268025
15 44 750567199
793 969 593424243
94 955 735350449
257 926 413372157
543 596 295688940
298 555 786517419
573 994 242757688
545 680 810470286
824 842 70180527
54 883 771073773
875 928 336428527
440 452 139694645
1 667 841075760
306 346 545467181
206 358 361355928
300 514 846309229
476 985 608958157
295 360 127289872
7 933 896380876
646 691 896473256
422 782 497684985
471 555 281805682
492 681 971325046
134 217 299315402
328 598 648117175
13 734 529738720
18 766 369498966
330 894 227032748
26 481 213928739
536 773 516385055
143 806 606070655
236 263 588051866
244 851 184413417
732 961 522323619
18 962 487139545
382 520 878302166
325 846 891325388
119 206 443601432
75 745 565146784
296 636 186058003
17 281 315813153
577 711 802444253
352 664 162237411
159 525 938576122
778 885 725803857
414 936 599498116
297 1000 690330118
413 600 722210728
151 819 156578907
360 707 771409492
41 691 691351872
11 147 321179694
13 573 286927951
519 882 607997895
62 638 56945438
218 379 546384656
115 561 867285972
186 436 7734796
114 134 303947518
17 240 850351303
616 684 143624355
338 566 694574214
148 963 280288405
124 189 673339967
714 942 628069385
58 276 401320523
261 795 212720233
30 540 767509337
669 800 997485417
648 876 220998309
401 663 419991128
289 557 150672234
558 983 10725048
200 620 18781589
259 282 553143824
433 896 483331514
36 724 828493567
167 780 245640267
202 537 717616020
484 614 758346759
359 620 285741789
46 795 265587119
472 809 530586045
799 847 552325375
111 579 608691970
26 136 328584412
655 932 453090487
208 357 6085833
306 832 302150837
832 991 17884575
61 659 282167424
322 488 628422525
248 557 325488719
804 856 964201724
387 921 535826284
152 514 459380135
17 584 432586686
612 731 571964842
285 594 379102883
486 676 446058696
229 459 576039171
166 273 808606354
45 470 949204642
833 857 905138133
593 747 577284276
845 864 486776659
283 929 377015222
369 693 420466102
335 644 680489083
38 669 270801601
197 867 759787140
56 681 610677704
222 272 675104661
5 453 306645858
105 363 316127876
583 868 836324956
308 604 79866707
612 717 116773872
734 804 820477569
99 322 348599094
109 687 986180508
17 885 587914713
175 904 359173914
391 682 895800846
238 342 597362025
161 728 752011714
178 933 905220933
231 577 136619282
324 786 587361096
608 786 124153344
349 654 834424007
149 453 32912738
88 231 350137819
28 64 714216733
287 764 931402940
115 296 39194515
108 700 960858198
439 471 297114713
163 299 655030805
645 980 504316973
181 483 774425347
126 720 151375398
414 647 708668949
348 649 749546541
278 350 492424641
591 639 133535915
357 823 132314324
171 177 141920132
10 77 924963457
135 744 409555011
698 978 387957692
143 203 314869653
59 909 530777032
471 560 145319419
376 485 913445391
270 728 194559419
156 196 869146929
163 267 20562967
399 690 331766622
91 996 387696577
81 468 955023848
112 485 497932941
477 524 802954771
95 892 634950248
350 791 984467759
810 822 72508296
559 699 457433577
558 945 932921316
398 473 582473949
495 764 348340198
408 876 60832366
301 621 64347743
781 884 312508377
580 804 828544443
179 864 770819976
475 944 159153269
30 441 786589860
72 601 779190476
350 663 805863917
426 467 210563511
189 447 221893581
581 979 185193237
23 590 291036073
160 838 768975144
436 818 339899002
286 895 135665988
304 603 849734812
239 511 503103939
431 471 874235621
470 483 683660603
185 590 871472889
176 561 864119026
313 340 784730845
179 257 19026578
400 504 404654025
118 273 735247128
611 750 66940993
61 946 73484050
22 816 37947238
332 882 115990537
133 408 250189705
495 969 581457211
152 483 598038016
203 930 575490957
49 393 929456701
585 636 30455999
500 642 101839899
