50000 182243
1 5480 917963733
1 10021 700649889
1 20147 603516355
1 22360 786430437
2 7359 460113253
2 7999 551545372
2 25963 747222760
2 29180 258376800
2 29594 731656793
2 34746 879058717
2 34930 460029838
2 35153 714767243
2 38416 211447366
2 47776 28339320
3 8762 26041487
3 17796 221889355
3 19442 77672808
3 27164 745289540
3 31154 981674918
3 39441 837589256
3 48218 804823835
4 7801 267262044
4 11923 485673459
4 12785 148607536
4 16854 711738465
4 36336 253990623
4 40604 672580731
4 42055 179136181
4 49311 80478819
5 1967 387263665
5 3883 515832998
5 5023 969166219
5 9758 140882664
5 12006 376733432
5 20183 27351231
5 29251 920507691
5 32606 512979167
5 32745 251235999
5 46826 709275768
6 4939 263623699
6 8277 329154267
6 21843 855346902
6 25497 333304675
6 29360 757665604
6 49136 815687570
7 9669 849167760
7 16277 500516730
7 17480 189719235
7 23613 107303006
7 38453 763383299
7 47561 779803032
7 49861 387293208
8 5251 33850812
8 18693 715140396
8 18839 277199357
8 20872 225968850
8 30863 630133199
8 32952 457981001
8 44307 931363021
9 3321 637990656
9 3704 250502877
9 5465 702016348
9 38601 122132626
9 39770 700424121
10 32495 352388561
10 34570 665481647
10 35329 28210870
10 43475 877608854
11 4655 978511032
11 16398 284647499
11 28130 635698698
11 41596 168690483
11 42004 60303684
11 47994 651574911
12 2518 445738818
12 11406 59402161
12 11662 247858508
12 14798 583169119
12 16031 670048119
12 18701 739797303
12 22204 514033482
12 37063 354895682
12 37146 151058595
12 49351 581309804
13 4070 378913499
13 6604 986139716
13 12474 561859112
13 23423 440629759
13 29103 435772739
13 29483 932277954
13 38996 313027914
13 44412 547610912
14 2788 690631142
14 19909 196934880
14 25783 935549872
14 27285 534013956
14 37355 273403088
14 37550 655193094
14 40781 889501159
15 5557 497921892
15 13758 598730542
15 20262 778087775
15 24094 563953631
15 34029 194827262
15 37207 660105683
15 43599 589544025
15 44427 983923052
16 5286 562444563
16 19522 93977524
16 22937 131463463
16 29105 405659846
16 31394 882228455
16 32364 925348972
17 16714 186094402
17 18855 591314697
17 24836 872831301
17 25609 353595065
17 26763 627715044
17 34193 910141622
17 39611 400539641
18 5345 407745789
18 10990 309220491
18 11283 146450480
18 12229 715751763
18 14318 454843838
18 21582 80218492
18 27273 550472768
18 30291 27813034
18 33975 526905894
19 1712 237079614
19 4962 904959634
19 6926 780059351
19 8729 888061571
19 28405 826198555
19 33409 95364150
19 49327 563022006
19 49566 576548040
20 5883 248867490
20 29700 945839648
20 31154 517337001
21 752 152133899
21 8258 909109799
21 18140 523083175
21 20716 830309396
21 24904 457558021
21 36469 994227266
21 39046 893011722
21 43591 90856418
21 45246 616304021
22 9191 775347276
22 15473 131781606
22 26741 295062270
22 27475 789599549
22 43245 541274085
22 48096 648480705
23 8785 366896603
23 21035 526634659
23 45585 56791409
24 11571 665598083
24 17256 35897837
24 19015 286101522
24 26085 644479638
24 26774 71429879
24 38359 969707566
24 49286 547124982
25 13184 802821823
25 17105 679673679
25 17685 597168538
25 26389 106345572
25 26916 431998364
25 36032 552912285
25 43919 582579635
25 49524 672506767
26 2802 116875680
26 4278 881487451
26 8961 711773949
26 31457 335205972
26 35958 569186434
26 37000 83944164
26 38076 263245187
26 39222 430011311
26 41368 806444476
26 42262 29882360
26 49537 746993489
27 47 397656644
27 13693 10529551
27 16890 287925820
27 26719 825293047
27 32044 929620695
27 41198 477308669
27 42249 198478520
28 6452 816432141
28 8574 666782932
28 21287 647396174
28 28503 385127255
28 37279 106543017
28 45852 915697352
29 1288 855367052
29 3106 221684586
29 12973 887754986
29 15241 186892005
29 15737 794507142
29 22115 658424358
29 40103 871168369
29 44635 850173826
29 45256 871414225
29 45675 504805665
29 47206 409580515
30 436 890076569
30 3139 254310978
30 6878 960500953
30 15566 836282472
30 18888 890903880
30 22764 958979189
30 30903 548534573
30 38776 814321967
30 44007 73563729
30 46919 937688137
31 329 269149666
31 6687 5449960
31 7726 662802073
31 9377 852925538
31 13117 498598687
31 30314 23569736
31 34274 261906604
31 36018 657543846
31 37732 104765937
31 41290 521440649
31 44957 802596407
32 3344 901128384
32 3357 73861832
32 29835 872880871
32 31375 692287117
32 33049 525686433
32 40161 460561400
32 44148 271013668
33 1706 930449188
33 8405 996172025
33 9919 916686905
33 11217 613313796
33 13116 836816917
34 5831 592413634
34 12453 431379752
34 15083 653501138
34 29579 740328607
34 31319 384911030
34 37773 648062404
34 41642 126670042
35 281 176004004
35 10043 37193172
35 11635 752337137
35 14256 990619116
35 19299 291146282
35 20372 899749343
35 27897 732788728
35 34716 424859104
36 15361 263089627
36 18263 484201695
36 28992 7154437
36 29539 534639628
36 31572 642166149
36 35447 175878814
36 35641 953002408
36 36069 737723344
36 39207 924296091
36 44795 249695019
36 48884 849070933
37 7917 605072138
37 10414 536885939
37 10714 77138267
37 13429 127141860
37 16682 114339490
37 27815 760951302
37 31303 752155459
38 4127 415703569
38 4281 63160064
38 6379 557294580
38 7960 850783423
38 8850 856682493
38 10031 286575760
38 13418 299593341
38 31817 9680879
38 32498 689919403
38 44794 68037701
38 46380 340621256
38 49285 793905588
39 1102 668652932
39 10961 23307284
39 25737 411275424
39 31328 917109303
40 18419 621702867
40 26218 228337012
40 27733 219608306
40 28497 210605411
40 28583 819247178
40 30453 836154341
40 49005 179243088
41 1415 589558118
41 6397 74003068
41 12366 667342181
41 23277 876649073
41 25753 468885812
41 31297 251918432
41 34299 487810812
41 36959 294471086
41 44093 478696708
42 921 766125525
42 2304 423737138
42 4365 935293319
42 5978 739312849
42 17598 366289432
42 18531 601893524
42 19244 636431644
42 20250 788552922
42 27597 104077903
42 29713 177248819
42 43795 964094901
43 6065 334987810
43 6249 250396674
43 27313 789847588
43 32384 407172923
43 35224 308475632
43 35257 754759580
44 490 477478401
44 10036 478273212
44 13181 210778449
44 14087 806926062
44 18900 545017702
44 31435 869575403
44 35225 163827601
44 38541 892919213
44 47885 243796597
44 49742 263450269
45 15755 224678086
45 25714 488603119
45 33849 767143506
45 35818 814462797
46 2777 595386693
46 4729 142844594
46 7904 341568424
46 17939 519920024
46 22507 281174314
46 22948 564532822
46 23801 220728611
46 26760 99039170
46 44432 52009173
46 48069 947270429
46 48088 955888116
47 5028 376151088
47 11153 476509032
47 12293 315977650
47 33410 364793936
47 35425 291569644
47 36687 550877514
47 38351 614158239
47 43883 970623473
48 6301 769535781
48 7387 651640998
48 16548 513016277
48 23481 675202195
48 24350 703905195
48 24565 216859629
48 31816 378831656
48 37324 287577208
49 5521 897792375
49 6597 288404560
49 10892 477180625
49 11759 686449893
49 20307 728658209
49 20924 179472967
49 21247 281385706
49 33813 235087011
49 36983 956116584
49 43115 110373900
50 4177 764839157
50 5501 245283455
50 27742 277867694
50 29499 548567073
50 43499 488808022
50 45391 767394762
50 47298 269211001
50 49720 259774406
51 1732 183476948
51 4689 146147033
51 6846 417085684
51 12498 863238531
51 21065 339579676
51 21878 773431686
51 22032 24962667
51 27060 748475301
51 30870 344078142
51 35639 425953709
51 39952 165299411
51 49641 583842488
52 16382 667890990
52 23611 809766320
52 28403 960256831
52 43411 119176210
52 49905 855525700
53 2330 575553268
53 8839 398233452
53 8889 453387336
53 12737 706328253
53 14700 403137122
53 18537 765505590
53 20867 536704439
53 28964 588126775
53 32250 595925735
53 36600 164715553
53 49010 785950972
54 15309 322111545
54 22602 692571124
54 30352 298057169
54 35855 710096252
54 44328 298341289
54 49909 480948222
55 82 967685778
55 11807 850686941
55 14984 626036308
55 19539 160001791
55 22664 380102353
55 45906 361922699
55 47368 473594729
56 8287 166230771
56 8853 305356960
56 28187 412071476
56 30839 867360766
56 44348 329966684
57 3752 346559030
57 3981 98394188
57 16859 984839050
57 17156 741620927
57 17364 843968621
57 25801 660349834
57 32322 504667753
57 38274 133958437
57 40974 937794882
58 4796 46891113
58 5272 719053916
58 7872 840611483
58 11888 163578457
58 12008 380712360
58 12526 10104582
58 13699 620558514
58 21940 301022583
58 33326 893296331
59 20051 444952688
59 24012 777686527
59 35447 120846598
59 38065 349280407
59 38154 24656773
59 40661 536714908
59 43680 644013204
59 49382 377252762
60 1696 49708695
60 27435 514658981
60 34138 77893460
60 35220 60586656
60 46151 117854168
60 49600 602266812
61 16881 930160795
61 17744 123600191
61 20948 575935458
61 34997 54148230
61 41536 414749796
62 4712 76778060
62 45386 978673200
62 47555 664427308
63 3477 35295181
63 13133 195601508
63 26286 597764002
63 26595 933310939
63 29989 620019608
63 33830 920963173
63 34028 723074813
63 34834 347963460
63 44172 910156971
64 7690 668202993
64 10349 734027113
64 21115 83617053
64 23514 786720912
65 3788 594936818
65 13351 90714865
65 19910 553478301
65 40063 61365238
65 43723 216806160
65 46019 308330246
65 47699 84735236
66 1868 8263470
66 9812 251095101
66 11463 811339005
66 27206 530113297
66 36434 478701230
66 43286 811575082
66 48941 118206092
67 7040 662229130
67 19948 47511954
67 26478 591417551
67 30425 659989073
67 38670 252889784
67 49576 116949526
67 49901 702551015
68 318 684108875
68 3274 618303208
68 6326 192377885
68 9780 482927473
68 11221 133845087
68 19602 228135659
68 32193 976385965
