400 69194
252 264 693161007
4 143 852580252
27 395 959163069
261 350 886307699
91 391 561056054
12 155 137112506
16 140 580646510
159 268 758008923
128 398 631461485
130 256 182101037
75 269 866219890
84 181 130104730
117 127 129908027
289 380 181926785
227 373 323073667
135 349 26001500
39 161 123764428
39 300 877278629
319 381 705559134
150 161 682581365
205 265 157951630
193 333 482004590
229 285 85054019
21 233 231296475
114 324 428175542
27 204 537458197
50 89 663679096
78 317 604048680
83 321 822999225
74 160 503932853
100 350 331997894
67 136 303593497
126 383 130798035
55 333 24979406
201 386 35812602
78 291 724396305
170 219 247950211
65 197 574121669
242 364 506032997
254 266 490403991
2 317 894087181
17 304 208019297
34 284 472324957
100 341 831747027
271 375 605300983
102 250 345142608
11 88 665902522
22 339 664945941
108 318 289625996
12 67 661787552
142 143 761052506
208 291 220507214
17 264 459817820
172 258 105524550
241 324 565067677
95 271 396514710
123 145 5147834
76 268 217700250
1 318 349347049
229 271 800930212
141 253 936775997
221 263 387094745
209 297 863237415
205 244 60277337
89 102 429702207
8 272 564625058
121 368 346103876
25 159 210924853
89 197 305747809
346 390 294363258
328 341 931647153
124 257 934795232
152 177 614484229
316 400 123829832
226 262 429584356
82 290 351527587
54 272 301614290
178 204 905484505
312 368 373675733
115 157 596123372
152 250 938049076
52 297 89922653
136 193 568861314
45 101 289339342
190 270 579357402
99 316 166900456
121 377 106736235
216 370 466412670
44 176 652413750
106 120 361633522
84 175 550181142
268 400 123933911
179 321 583905536
81 128 504937944
112 156 958323852
27 89 623399895
80 89 534481844
17 306 691636312
116 149 27514586
167 321 489928224
45 275 994212111
203 348 772015897
69 257 330820754
137 222 642233464
275 294 481262486
296 304 874158369
43 327 982798151
23 200 302884425
2 181 904378639
84 159 349707357
129 342 888209428
125 250 978553378
199 376 543298309
183 278 906080284
234 325 278986774
274 300 297610804
22 36 157156168
120 247 98614676
5 25 650588397
144 289 329523413
80 333 163626603
11 257 342807132
158 329 529801535
58 347 830338816
4 207 98965061
222 276 203599088
224 281 402946357
111 159 799027412
356 385 808783472
60 382 642402097
14 283 627279613
190 360 61302289
11 289 464608973
154 202 64983778
230 375 503983430
28 174 274757278
57 152 576912382
83 247 489686572
152 339 731638727
10 329 67792133
27 58 627416043
190 382 446065179
8 18 838135736
75 385 50737909
83 291 956198462
268 377 76060446
341 356 184180310
230 377 660775360
301 341 48625383
171 318 966412171
113 216 901694820
110 386 470286554
219 271 341903512
3 347 517778968
83 112 798817701
53 237 582300256
191 193 633225033
123 217 186201187
202 334 271140707
191 353 729280398
99 195 837429941
330 396 392071532
195 363 875461867
194 340 669025096
73 110 474203356
202 250 95413270
214 389 8907535
188 277 977831570
30 143 526191743
205 251 668116905
22 215 204956578
57 284 93609240
358 394 254622119
44 202 909972051
268 317 386367999
215 361 503785895
150 198 784909855
80 96 224380834
14 317 679661955
16 162 179194034
38 95 67252213
193 365 717431563
55 249 510887951
226 369 87942862
190 342 166153725
17 365 288695399
112 134 329529991
71 114 353966902
2 269 661476942
85 93 519424113
19 242 986071893
3 15 700377671
73 125 267722435
101 371 688580937
94 147 74183910
187 232 289413125
38 101 259536763
274 284 292692211
117 145 763290668
42 61 138750613
238 286 866290009
78 284 165611481
37 55 86779162
42 306 82977985
114 279 948539524
115 309 473084229
26 174 832750379
229 356 276034679
12 291 945028840
272 276 752522728
156 209 299391964
161 256 739089738
23 202 513067700
8 379 652507222
145 204 178478
366 377 976813808
106 157 430737114
42 251 167377287
31 200 283744293
36 383 897519042
186 366 873319315
204 327 418029400
120 360 167189835
70 257 349582655
42 258 960772824
61 314 772131592
114 133 671247661
19 325 557443721
55 367 107205866
145 369 889029564
35 222 797081309
297 299 342985958
114 186 320857290
91 120 324417275
246 400 139810926
128 307 314772544
242 324 81525953
223 287 738487090
76 323 920852860
133 355 800532390
212 223 73501914
2 14 924925489
113 288 780343201
143 329 133737929
106 364 234965347
93 250 43695531
333 347 458594561
159 375 934138239
113 326 631888240
203 208 696575418
101 151 140995263
26 110 181474372
242 245 153315672
8 34 907642714
90 250 855818117
97 152 347605172
177 278 47938870
176 211 117262058
317 399 65456641
240 387 380209938
60 309 956273513
70 114 946293934
64 368 849036130
117 281 454670277
141 276 805292308
18 69 329624911
162 330 980696543
268 373 399832533
175 323 704171167
202 239 243752025
4 309 271295792
110 329 169054578
139 318 895844404
98 271 117393595
67 195 703770387
239 312 124778606
173 353 358620227
36 266 638209355
90 232 12343752
351 370 65480382
40 212 489264126
54 339 364932416
110 342 167544982
33 218 201401596
32 82 807918045
141 295 859056822
273 341 176415300
172 200 670937832
52 95 687154204
123 233 598542637
56 172 709299104
34 108 373787107
232 321 389656888
155 228 801955338
32 83 527604732
67 253 211700594
190 376 215390838
248 383 89619733
230 292 569354668
120 197 291880897
260 326 775986268
2 254 32587514
159 304 349275785
285 340 945420317
103 326 249571126
199 212 429760968
25 320 724288625
13 225 928656761
3 149 785099154
16 396 244311925
97 376 301000132
136 163 27760362
8 68 749521604
170 184 133235799
25 279 989935593
74 109 342911019
111 146 311528803
69 287 699834796
100 271 743539143
333 352 509316122
37 99 839459274
21 246 777393171
46 250 838955084
12 122 846970169
107 143 115415192
220 242 906397713
75 339 79824618
47 76 355930158
128 207 827636016
228 250 255112846
51 387 999304213
99 191 657292867
133 267 370485818
135 255 688388949
28 66 656262598
6 391 84249574
134 387 679456
336 347 437754263
72 260 272013819
10 147 347843370
110 224 913641874
18 372 96052328
273 392 197444404
177 178 534113349
35 302 90198019
173 246 754307393
44 267 192023800
49 239 707874832
43 225 477071913
118 327 314820221
286 372 581923918
204 319 91838090
125 174 975623297
7 12 206976476
47 383 82561092
111 244 282442069
355 386 899391944
1 187 403540738
332 355 926120044
32 170 674488376
166 209 163161987
87 342 89048057
198 323 416645466
70 80 297585563
63 195 969141880
111 316 149023659
219 275 708069159
145 219 909085454
280 340 667558707
251 253 25309289
164 353 15737329
236 315 297946050
166 333 779026562
32 160 369250407
18 394 704660569
100 180 722562318
247 319 707268089
26 367 979300925
87 113 325712387
254 325 256878315
152 182 882986607
62 381 212107623
197 210 723857945
93 372 796000889
39 297 646579839
229 396 789812422
65 78 770494921
189 293 656148600
173 303 206789896
93 114 33542430
132 260 654255298
54 102 768728016
4 98 962915758
63 340 659476886
32 107 205388731
199 344 72970249
32 135 321790807
163 283 750924859
299 372 27984621
144 245 211639763
131 141 736994478
383 394 732394108
204 340 985675923
236 274 202264960
203 329 775857315
309 336 885501359
203 286 404809585
11 138 611169157
17 171 533573864
377 385 282518923
15 58 376936266
266 358 475596541
97 119 267969654
207 289 904414380
68 230 780066665
332 348 233523750
261 349 421751302
16 145 408383763
55 330 733166361
60 274 882315489
182 227 497564313
192 369 357582499
28 355 68752941
49 314 906019126
18 164 831081457
264 361 715490725
156 387 481307001
39 351 190161870
62 196 447126293
72 291 514813253
58 195 332446038
46 266 489618551
35 292 704168657
198 311 602388498
305 318 50822178
237 398 110344356
43 378 679325235
159 239 634185858
88 214 191219902
210 345 640551402
19 385 858013968
129 134 287362412
144 344 441643790
27 391 347920517
31 44 618699901
18 392 248895116
318 355 420485757
83 341 728779729
167 310 868043606
263 312 756080386
44 285 190692470
224 272 463941840
191 373 325377722
199 375 406267859
202 217 865778924
232 261 884212395
218 280 536841868
147 396 620392551
