18 101
1 14 287064669
8 14 475254872
8 13 464639316
10 15 878917419
7 11 392112392
5 7 530184003
5 11 622909835
17 18 786594040
8 11 722830338
14 18 635113583
13 17 514566060
7 18 431527487
15 17 614426915
2 5 898456662
1 6 420100066
2 7 818526493
3 7 460230151
8 15 417643226
5 14 911831128
10 16 600461142
11 13 198604939
10 17 300950463
4 6 65998273
10 18 301342415
8 9 644206931
14 17 228027180
15 16 682597841
1 12 692849170
5 8 721921095
3 12 111398958
5 17 98115010
11 16 543711437
3 13 701035282
11 14 951349046
13 15 299540176
3 14 100536403
1 17 985496994
3 5 229779094
13 18 192734397
7 10 746350617
12 13 184294059
6 16 870161159
7 17 836442702
2 6 510092858
9 17 157209636
9 13 813421605
12 14 455782859
7 9 685209076
10 13 621950920
4 11 458535665
8 12 816306563
6 9 905723433
5 13 602767765
1 4 259608655
8 17 741508678
4 5 378160095
2 10 38223953
3 15 41908614
4 13 375829993
4 14 172459200
10 12 303545344
2 14 434241219
1 13 570409926
1 2 382513051
6 11 161648239
4 12 338253717
7 12 246419769
11 18 684629217
3 8 868483501
3 9 828734834
7 14 817439780
3 11 93683497
4 18 533507212
9 11 881327665
11 17 64291180
6 10 477619628
1 5 421952804
6 12 721334927
8 18 197800313
4 8 437417673
3 18 308136273
1 11 276133546
5 12 652375226
1 9 265557634
7 16 211855664
7 8 25629320
10 11 151001119
12 17 111395582
10 14 234643878
6 7 690497169
1 10 783846301
2 12 479923973
12 18 78536409
2 15 775032337
6 13 864564398
4 15 447415431
3 16 917337268
1 7 816707000
12 16 216719566
2 3 871635733
1 16 152786792
