240000 23199
7 13498 784255777
10 14351 803481351
11 87359 514415171
18 160977 184295263
18 229572 146419529
29 40694 160857716
29 218327 95316787
31 175703 695886296
33 5036 397655440
38 64343 648246052
39 185445 962660605
43 111400 149763099
45 133990 294631914
48 14561 959956239
48 55408 765894563
48 195889 334344067
51 228355 574963598
53 129469 459095313
56 127960 892855473
60 57712 393411214
62 127084 34721143
67 145941 96522091
71 169288 980368307
73 19802 53679966
74 135728 882199781
85 123594 898593344
91 232206 771479227
102 31465 432142392
113 135280 483518425
116 152615 951549465
119 201407 921472220
121 196278 449814536
124 141932 512619420
131 55604 851759714
137 54702 870595249
141 60771 185522396
146 202218 699219768
146 235199 938542058
152 136027 661644503
159 224618 111618149
168 180477 900804605
178 135775 362819431
179 40550 599235694
185 215533 969183353
208 208415 136441342
210 106740 833865712
230 170874 297652636
232 237900 398904211
233 162755 734105234
233 196591 183085441
237 65354 4991498
237 101901 462536529
251 7239 250385107
258 12857 400188795
264 203329 925835621
266 167788 798083317
269 187338 960533538
292 51069 637739297
292 117736 339594206
294 36085 432167909
301 173249 801150113
305 139828 895812123
318 173956 809614507
333 89133 721338924
335 204967 913127863
335 236135 861206775
343 53727 800504452
343 117147 35003126
350 190942 788545168
356 92898 384770979
363 64619 344332326
372 175890 682081560
374 211562 342427291
380 228087 38097909
382 108208 397139667
387 172745 621814149
392 133806 888744458
399 37746 626137123
399 101714 421121232
420 35698 373541338
426 128944 415314517
427 33968 379721035
431 131299 351735782
431 199643 768750803
437 17025 411394743
437 114781 459177964
438 130610 685516770
438 208521 566418131
438 210174 125955247
442 74069 490328683
444 200481 718634262
450 467 405017185
452 237149 813940865
455 118736 981939088
458 9565 22537941
471 168640 853780133
482 46079 103901619
484 126174 403875590
485 3800 75193338
485 230977 157603823
502 26813 330498448
506 194907 608964062
524 210081 111640930
536 143707 53069873
538 217059 614282152
551 58862 659785484
552 176118 654184557
558 42060 725730688
559 236517 914721358
561 156327 270722025
566 237335 33183617
574 143160 432958103
574 211796 135554329
590 46294 835044015
592 182975 577096839
598 162235 757231443
605 178224 404425059
608 77243 99004672
610 53623 466690924
617 67493 364826936
629 165383 335081165
633 79269 100833888
643 13319 690227362
645 86809 481231850
652 197465 799157689
656 168609 890370230
656 236957 934381980
657 6409 193678261
657 65079 424235983
662 179745 386454735
664 34258 519531861
666 141949 48708102
690 47924 409974905
690 127083 365296347
695 111949 302143178
706 223227 297912304
707 95149 364721510
707 172840 773589742
708 78595 554158971
711 177510 120320168
715 121669 782535435
727 153170 630836608
728 81688 553341934
729 3365 29724681
731 62842 573676317
731 213349 43198958
732 120544 808539180
734 62200 27907345
739 69668 568245016
744 142770 104832247
747 14042 488124994
750 57378 655041634
757 71059 989387451
774 77560 18302271
776 1581 601735874
781 233979 271086786
783 99610 889965194
787 237534 555971023
789 98934 986401087
797 209085 988909979
800 149504 931637835
803 192803 837052563
805 67995 970078420
808 117957 701568380
810 199542 26314121
833 173157 389090011
855 122906 568492190
857 49802 444584598
867 52966 856771604
871 48138 542939610
874 57024 298339901
876 150090 33997119
878 14755 446724735
891 3339 16795946
891 71964 593673304
894 79077 446795379
897 139140 597274273
914 141036 287431495
914 224980 797600022
925 107280 672566350
930 163323 922490389
931 207629 275081231
934 67556 16479397
937 98328 673758355
941 50870 198971066
945 132775 188106056
945 235735 380410806
953 36733 343088936
954 47299 490778931
954 179796 337425690
955 33978 812928511
956 125870 283002008
956 169662 19985767
963 152511 921558673
976 209439 108544696
984 9892 291967119
984 55594 578010370
992 48508 809408540
993 97094 353265439
993 220707 776255074
996 33195 741509107
1001 233735 953433617
1003 238256 469594356
1004 71215 163934085
1007 113428 188852972
1009 79567 414906151
1017 192858 860488445
1023 198022 788978706
1024 223266 548972517
1031 22742 384830202
1031 166170 281664387
1037 144651 936168777
1038 239293 166240410
1039 105267 754942602
1042 170869 882688211
1051 218028 308808202
1059 191928 877872904
1066 5450 112841916
1072 19204 622861247
1074 64127 891383133
1074 179370 655848436
1076 50881 287552727
1078 27450 705102875
1088 214743 613006058
1089 96307 125055844
1094 213985 61546761
1107 2015 777009472
1107 134824 390435201
1114 183485 183235875
1121 226672 662304992
1134 83012 449780875
1143 132369 543402388
1150 126942 174957377
1153 20095 822355922
1159 60024 319659487
1160 143129 734704056
1167 143557 847721617
1172 171316 303278517
1174 29003 774579743
1177 101633 776194344
1190 159656 796936490
1193 76235 794438471
1205 126304 890485685
1218 179234 396680258
1220 46892 737465575
1221 12667 129769639
1221 40858 948012302
1224 195659 152184583
1235 59999 236528615
1241 47778 859587546
1244 114016 974084892
1271 236775 959953823
1282 24862 704061709
1290 159958 535705927
1309 185537 811259859
1313 87908 802889939
1317 55141 489412225
1319 83261 601441851
1332 149319 907786924
1332 154756 63003794
1336 29365 999745069
1339 37813 647204198
1342 174923 82051364
1379 148365 639162988
1379 174716 88006720
1380 91819 650298716
1385 5953 352896318
1385 28526 63391770
1388 164553 826298287
1395 94019 873190166
1401 176937 858260477
1404 180284 138983412
1411 151461 686410927
1416 5007 560560238
1422 3662 746575851
1424 20456 369075577
1424 226394 36662588
1429 236360 359069862
1436 72783 181734293
1438 230188 407846347
1443 65113 588149654
1453 1750 824911586
1456 19454 307934733
1456 57501 453818928
1460 174073 213689023
1481 67481 354119849
1484 24936 381006695
1487 23835 616223378
1487 28186 387071230
1501 58174 310262376
1523 126356 754287420
1534 73661 991538176
1537 49721 185040478
1542 209287 164695535
1546 108058 374603562
1547 230377 467217195
1548 199987 986636079
1553 27943 325166834
1581 27286 539141969
1582 231986 812281066
1586 3655 521379972
1587 99385 953971081
1587 110401 904877271
1588 207928 86053046
1590 7700 890779316
1601 159816 385607856
1604 156185 702844518
1613 213782 510299950
1615 37179 740599258
1618 191480 654763720
1622 105510 856345257
1622 139221 578981525
1625 143704 121078357
1643 105178 244080148
1643 234714 669858002
1645 44014 562682703
1647 102405 306956104
1657 218254 401111869
1665 65858 651064599
1669 96825 765589608
1680 175867 783837979
1684 94611 673985999
1686 189481 54981936
1687 173448 675411981
1696 191751 16825848
1707 161125 599584953
1716 177743 53999323
1719 111689 516214288
1732 150169 727414863
1746 27637 458293457
1746 27991 27624537
1748 18758 885084776
1752 46068 365785426
1755 156820 28269390
1757 143860 496010478
1762 14875 956209071
1765 167174 472174970
1766 48096 659886156
1766 174487 547099492
1770 51141 959937954
1771 195914 791853312
1777 8038 851468108
1777 31214 781008009
1781 165064 870228901
1782 105384 289078373
1793 89306 223920561
1793 209449 257911724
1794 54165 243953468
1811 111250 133800170
1817 128102 260757827
1826 171806 202935076
1843 101259 858732179
1843 232194 701169433
1852 82961 826939056
1867 146912 599013065
1880 68904 262898935
1880 199712 252693306
1893 118846 767246854
1897 117152 852377209
1905 17640 8006491
1905 99029 353875934
1911 156586 339110203
1921 25529 738248340
1921 88728 558508756
1926 144067 726829657
1936 151102 828832421
1947 217634 626241153
1952 187283 830505757
1953 163387 858626367
1959 210568 92742530
1966 145589 515071271
1975 85705 408579860
1977 114046 562195182
1992 172153 677632114
1999 69136 755559796
2003 229625 902055227
2012 23244 910289412
2027 61670 373151223
2031 184438 730377946
2036 111136 720824376
2037 45418 632785893
2042 104336 50970364
