18 89
3 17 618438719
2 5 851162328
6 18 571524774
9 15 326690413
9 17 642574324
12 13 639326069
8 10 765885698
2 9 351853757
11 15 814012367
16 17 638806398
9 11 716667611
3 7 558415570
8 16 96879540
4 6 206649444
15 16 529404624
6 17 527893095
4 18 295546525
10 11 507656905
9 12 107220950
12 15 586276263
13 15 38123800
1 4 31573763
9 10 253022133
16 18 500783027
11 16 791860166
7 15 68956060
3 12 74976134
2 11 367359776
3 15 168520670
1 10 320894932
2 17 947282491
1 3 58963062
5 7 864363431
6 10 356050461
7 14 619626263
4 5 67859634
10 14 569518337
2 4 233831582
8 13 44639794
4 10 89805764
11 13 610812893
6 11 674291634
4 17 691763446
13 18 906669330
12 16 410178752
2 15 390744678
8 11 974047397
7 11 514963956
5 9 439943493
11 17 241551614
8 12 758176976
17 18 122869302
5 18 611285144
12 18 767315312
3 6 121322977
1 7 547267225
11 18 512903675
8 17 766043111
1 11 705219474
2 6 49408337
7 12 911144772
4 15 961336129
3 18 906365300
1 9 885488776
3 14 597349213
8 9 730588050
1 12 426373994
13 16 673213146
5 17 623904451
6 15 437207199
1 5 931850795
4 12 871862743
6 7 139230216
6 8 809928292
5 10 187446723
1 15 561516165
9 14 716833874
5 6 306531727
1 17 587417106
14 17 121725403
10 17 249925081
1 16 329421314
2 10 501482827
4 11 804965191
14 18 325943916
9 13 822999380
4 16 276082295
1 18 414826281
5 14 847303149
