1000 67471
530 808 487424798
614 653 623013230
772 892 196745919
465 747 296328543
85 470 123646242
499 507 893722125
234 368 800118326
349 392 753044668
147 714 758849540
272 798 479233431
222 762 504310872
599 660 458334196
98 735 20228775
74 267 505914587
543 881 311235116
184 818 487470536
835 957 781217363
411 822 19266480
76 957 76468059
414 577 351413825
519 763 228445494
572 892 725554030
117 867 840852147
106 500 879056682
2 157 479809758
78 196 403839346
109 605 438395558
182 536 222194321
600 700 816737472
28 300 777441183
30 933 376808395
54 72 697931082
46 269 506587317
194 582 462268632
206 774 49866588
606 614 499739500
392 484 642699640
169 214 676426119
207 874 504669623
368 760 364211409
185 770 671797545
777 943 73347609
293 830 292028126
433 895 75043226
438 881 819301324
204 531 790590336
265 803 531813622
442 953 584681642
376 638 397800395
357 871 887767472
436 885 213279435
599 833 898978342
142 897 607970416
10 498 815560738
683 964 966636619
624 737 420929019
283 646 465481836
600 710 271281235
692 697 495451911
502 524 521905240
424 659 201047635
152 685 680447046
179 771 65851573
63 665 766343215
166 206 244761374
22 132 458129662
296 459 305193392
442 860 223751097
181 806 656934567
372 704 924939525
126 488 869037430
460 618 121312495
408 545 957693488
248 469 941555433
471 989 536947497
381 795 354131985
696 923 35857629
520 719 19588537
454 600 290579471
605 907 801025059
122 857 80077877
662 837 184934796
173 368 649026067
55 98 258956139
511 649 701591717
486 688 443837434
770 905 605044801
516 675 728545269
590 701 839256573
203 383 785525921
363 756 388901709
74 161 210616847
524 564 513478640
305 909 532282273
18 159 343505421
713 952 733327053
639 700 373167256
297 462 179150368
76 489 662207482
130 197 101784198
193 517 506195185
14 60 687090376
406 711 402383284
343 407 507565909
278 338 853625178
474 740 268204100
211 380 808431995
228 952 652178329
639 795 932855319
722 854 468382150
504 656 247649718
11 490 700628597
252 325 329935313
74 388 621122948
198 695 341977456
585 908 997757009
590 826 700674068
680 752 987902262
81 347 962613974
205 873 147306327
12 583 483102671
268 337 189407386
176 636 368229306
79 903 559318006
155 385 426365400
350 376 540787697
1 579 888072211
172 393 504654179
356 542 240787302
163 383 610053759
199 523 199990907
343 384 388942355
361 938 298395285
462 518 569021198
558 863 656659632
874 939 124105795
313 331 894007525
217 581 992182380
746 814 946484755
52 215 434249840
524 591 377302459
155 635 722671592
309 557 340669996
749 829 732843999
308 952 765773023
496 715 494943705
151 468 765967140
729 744 861921558
429 693 579953917
372 618 239038999
91 358 515185225
199 358 414859873
19 487 900313636
655 893 773855872
62 297 336011917
228 255 224248910
176 847 890963018
69 893 372667764
337 596 136535816
95 659 179132465
111 586 351529925
478 776 310700122
135 946 555829106
572 763 258844321
592 962 621121491
181 445 257251353
171 912 595349674
124 343 19677689
804 841 932559123
36 603 50928031
