500000 159973
2 178649 903538588
2 187784 835154570
2 286541 249409822
3 272008 152629543
3 358141 244954601
3 445628 917025219
4 422618 905487025
4 447876 321390887
5 168113 894164829
8 124047 588872458
9 43382 298797071
9 68930 614641845
10 317070 364385889
13 283616 958752233
20 313335 160097522
20 331521 274906112
24 402343 170455840
25 440415 257332561
26 360155 558823190
26 465107 868347609
27 450286 827212296
28 47837 247075350
29 290383 628784829
32 341616 830669110
32 439152 63440461
33 93415 679393649
33 150064 223753004
33 241231 503776690
34 128911 989780070
34 477858 689412476
35 88517 757908267
35 462155 761685515
36 23991 982283918
36 450730 931506617
38 351804 848129929
42 139453 3144099
42 441078 113745220
43 185403 738696588
44 421755 331965846
46 223857 920133632
46 393111 290512331
47 6232 953682620
47 80653 738776488
47 430536 392564557
47 470763 657132203
48 97032 548727286
49 329186 553107862
49 475291 874191062
51 89057 263511598
52 114021 831180618
54 15810 368600896
57 168704 254266768
63 381722 897431268
65 256088 51792556
66 308211 206163205
66 336818 436745358
69 409043 682235935
71 373895 250907252
72 111673 102102602
72 212429 928046989
73 277175 850094712
74 437557 548484063
76 31468 526424058
76 454447 246950761
77 24563 444568136
79 253613 303214987
79 479813 456460545
80 156621 490043558
80 286359 16763952
80 298797 167658495
82 324246 294931152
83 444951 381823976
85 37085 894759314
89 101012 458121761
89 270046 391179740
91 106385 100813947
94 498949 197722389
96 285546 756961214
100 446964 908666399
104 430008 562262220
105 17479 623910693
105 73353 904713733
106 293362 698662294
107 413718 75730157
110 486102 201504880
111 237954 60802060
116 113580 212842689
116 265732 731844373
117 268963 286156906
118 176061 923973450
120 115560 806952230
121 167103 613193758
122 160461 759080394
123 255951 688341019
126 51911 755600333
127 27925 545065990
127 204172 978305291
127 328904 951099968
129 376807 221901253
130 233079 410437742
130 234412 406516972
133 402119 777194332
134 56259 596087966
135 321753 92633374
135 420920 667070192
141 204746 512182648
145 192065 625656558
146 359540 21963391
149 411084 960839135
150 372108 743333247
150 487960 986080972
153 47441 376366623
153 135759 468615747
154 188471 565652931
155 44042 623383640
157 105689 32217393
157 147547 390025452
157 192788 62049910
161 494000 940398129
163 51522 600395530
164 434776 862362989
166 3511 8247346
166 218387 824006653
175 151273 220525477
177 261468 207437980
178 415457 352970866
180 93558 929522917
180 472849 559846432
183 38031 814874390
183 337493 783402518
183 348582 575604246
185 64062 433781053
185 428526 468522936
186 341527 948088803
187 129450 869358401
189 27129 317489122
195 16659 50652711
196 425828 418711809
197 193651 285883675
198 99507 701011865
199 222647 117122377
201 212832 563480955
204 362879 12423646
208 386367 536639249
209 244778 806024650
211 125765 124852930
212 233197 683016134
214 275477 256234139
215 35007 541709464
216 272511 832187947
220 193292 745476501
223 468135 730694317
226 247258 76649831
229 261771 852349804
229 293115 394091792
231 380932 754826339
233 59228 153658159
239 424648 206836003
241 3607 529713536
242 290714 698450937
242 380883 420678313
244 137594 138204495
245 345028 638175282
246 352162 93141330
249 317953 280519893
250 195916 524564949
250 225151 396472055
251 221076 726774900
251 356843 939388278
259 99879 281861372
259 141947 277427365
260 30254 963833354
261 270035 853793172
262 357979 164073457
263 222259 218902932
265 225314 798139361
266 451301 860428793
273 154449 653032260
273 319379 603282977
274 185053 719299435
278 246943 743967157
279 24781 210860905
280 228753 55666478
280 335099 33283135
281 108299 359324315
281 132643 461736761
282 481394 232818848
288 499923 299135638
290 204801 26773953
290 231822 751509614
291 380313 64280032
296 160609 654706128
296 440279 624375300
298 277098 427591210
299 217483 441973851
303 326063 363390701
304 231213 112377473
305 152385 676316529
306 205754 930706946
308 118770 740149525
313 294252 35326749
313 449516 442829738
314 270047 678644171
314 427848 116114449
321 118571 298325247
321 470865 520296226
326 126513 159709230
328 137933 890252495
328 491404 813145872
332 300432 333734280
336 243921 541646248
337 252114 259231713
338 227010 793089154
338 371571 482011250
339 267685 170778939
339 340029 491104766
345 351395 496661318
347 245684 807425495
348 415742 87567596
355 394439 388282496
358 94481 32231060
359 284942 785994388
359 382815 96447556
359 404509 580520421
360 99134 977319271
360 158245 362091751
360 322406 257080016
361 461770 458429519
364 488500 425016574
372 89038 274540791
377 405060 656197793
377 487215 153282564
378 367531 349899101
378 400154 902932809
379 47528 479792845
379 320464 605077998
381 363023 460192202
387 93759 443723596
388 327247 63379948
392 397697 149518363
394 177178 721396560
396 62177 839770063
396 115976 1836187
396 198522 660423742
397 15283 665743167
401 275447 223107973
402 318892 497406461
404 154824 857787436
405 55439 865015722
405 415176 552936840
405 495487 27503157
408 193706 774410337
411 131534 12428775
411 335213 8365523
413 467662 738001133
414 170705 239490681
420 84068 780756243
421 258793 482756039
422 493372 477957074
423 488447 723926455
425 154695 283913356
425 416916 508711591
427 223185 807706901
430 19283 672086401
433 287645 366479989
434 339562 253763100
436 123070 648745963
441 233737 54501857
443 90660 623350325
443 402247 448937137
445 136731 405942030
450 221901 588750342
451 107566 330233592
452 335765 462008407
454 327416 894223675
459 235924 525360321
459 377720 217654316
461 185254 411066083
461 491065 65780658
462 436400 2216713
463 341904 843916294
466 455294 343439499
467 207115 716136121
467 291976 760728695
470 252155 53582843
471 16207 944900717
474 59784 63781401
474 92878 287389130
475 346915 131715399
481 141999 831811849
482 48988 490532255
490 390541 679801701
492 13971 894613865
492 79396 212904129
492 416885 995696029
496 50477 699739084
496 309362 72789157
499 342105 896290912
501 360056 223815014
502 185043 766155307
502 295265 793567361
503 356083 30209424
504 420388 767858645
504 434659 950472911
505 201284 855851080
505 319193 855213922
505 327656 306631623
506 454336 137366442
507 421580 361640842
509 363224 602593995
513 248931 549198492
513 352011 232019155
514 217775 629568154
514 390493 838203681
518 39289 960155322
518 45917 696171268
518 51023 561399567
518 201100 23547042
520 187027 299615754
522 416140 376061978
524 10612 974306371
524 296309 324454637
525 487312 342838905
529 114644 713515929
529 275956 906277847
529 418465 232789894
531 387320 803502712
532 15930 654895910
533 123587 186718765
535 32262 34288215
539 106018 500585341
540 370624 354409227
541 75168 880291053
546 425905 879441962
548 311205 922678400
551 378936 949885110
553 349554 881866624
555 136940 437703472
555 174575 24480895
556 242143 434553657
556 291745 879886232
558 328772 243195773
564 495823 820662522
565 494629 3897804
568 373002 817271718
569 117155 323332489
569 479405 441761399
571 201877 515243079
571 360184 691969379
577 150824 462380720
577 470112 251877119
578 53137 244390313
578 70114 506854984
578 359654 788899763
583 96693 767865503
585 449845 331042452
587 391458 505495573
588 231783 160520501
590 173258 784306153
596 318223 654158285
598 69702 604825422
598 114917 855772223
600 411344 224776304
601 176170 383239873
605 22000 640521657
606 303397 507524285
607 53742 392989519
609 310830 894131707
610 64093 998912737
612 413452 256182271
615 371016 85581219
616 262357 232925615
617 20321 527547030
618 136404 494692665
618 489833 43103500
620 344417 791861299
622 262421 481272683
624 210074 385983491
626 127281 824295472
627 32696 556265600
629 104939 633536311
630 367176 191824601
631 222654 395380025
636 147193 892097717
638 12039 622796692
638 330992 764188059
642 428261 728555602
643 485272 441597076
644 291432 171454563
645 76274 579093007
645 271203 278842925
649 469760 131277828
654 3231 27678790
655 337241 234474586
657 93102 833303168
659 45270 801387917
659 213263 334010661
661 174091 622559115
662 19120 489361027
665 160814 85553887
667 118297 95921322
668 1557 950346769
669 68223 871517043
671 397958 667629387
672 264795 85765317
672 399975 952784447
672 480719 79290131
674 444051 197080648
677 241937 456188456
678 118112 581327055
679 75108 923257894
679 209552 542921712
684 55107 731880139
686 333255 594871132
687 286940 138133238
689 127059 694812032
690 117760 697132649
694 91237 669511910
695 81396 421074896
698 442571 388070875
699 144063 274450690
700 389147 765601362
704 217870 175264134
706 440738 372894728
707 42491 709346136
707 317498 776604904
708 51739 63227883
711 223459 842697136
713 86680 562579314
713 125960 680425171
714 498449 611999835
715 263198 519907233
716 337710 28334875
717 325290 248325540
718 14742 201777712
719 92307 923148877
720 300733 459251299
721 1650 309764816
721 252536 249426766
722 17909 870345291
722 91142 722369565
722 93477 540934189
722 475742 91841176
723 25657 251251413
723 274579 882046048
725 159648 479007865
727 415363 423855224
728 149621 169313865
728 258144 542829831
728 444859 677336019
729 493529 834874203
730 1676 606561449
730 73867 360118321
732 210391 100407872
732 420193 233319987
734 85861 113640986
736 1663 666650305
736 254436 263503911
738 36330 711959283
738 491230 352200552
739 474310 101286622
741 10282 718256854
743 482742 57989398
744 140216 805119105
744 346892 915416180
746 83190 416662779
747 47441 535103513
747 140900 330768118
749 74153 4681138
749 211460 817785643
750 422589 804327933
754 306492 554136189
