160000 86496
1 34932 621241407
1 69728 465540148
3 10802 900094813
4 1319 545063195
4 124066 800673836
5 80366 978184717
5 108700 909808206
5 148392 439257623
7 26020 285171562
9 145662 32420590
12 37413 887182400
13 129821 500372002
15 59229 577003773
17 157561 981314962
19 107557 388923600
22 74420 740138786
22 133913 756439740
24 53285 723865515
24 136363 834706352
24 146149 259824947
26 61256 142507988
26 71540 629097565
28 107889 531805989
29 35468 756954402
29 66589 206144835
29 74460 437204673
29 156703 839744649
33 114159 279370484
34 119255 499613790
35 19615 165145187
35 57283 120742602
35 148388 430305885
36 126225 112560459
37 97167 318124997
37 125404 697522921
38 122989 411386698
39 133124 553445256
40 66784 29937882
40 151984 516752509
41 40872 981053016
42 94021 595936866
43 107078 704745355
44 94882 549091885
45 37773 107806554
45 118189 188506495
46 103056 550761526
46 118765 273691705
47 9807 174283222
48 115334 598762325
48 133039 569806378
48 157963 343202034
50 101589 834270089
55 17011 969272752
55 39060 669415468
56 96207 986898238
57 116678 373334751
59 6374 502205488
59 56359 333099764
59 93869 923971861
62 18175 456647547
62 25577 337223880
62 40515 354621361
62 42551 839264262
62 126162 599100085
64 119925 802516545
64 130911 442931329
65 93091 884051891
66 153250 642337303
67 26202 834304693
67 48587 768449274
68 58255 74681424
68 81706 699875807
69 60636 783671316
69 62210 680082596
71 126433 540245288
72 97366 624604545
73 9902 918597282
73 90781 553438077
74 68754 327194392
75 94659 614663714
76 29947 649480567
76 111381 448385139
77 83191 484330258
77 141207 651381534
79 23526 109791486
79 24501 691522541
80 25008 703803036
81 73080 802050690
82 72816 475958134
82 79609 2359875
82 81421 987098190
83 22230 876241810
83 35552 622917492
84 137739 377027649
85 153617 926174808
86 10851 344241989
86 115528 697835615
88 14935 899249064
89 88419 814413049
89 145838 548676804
91 41531 823535859
91 107800 63506861
91 154048 989016329
92 39091 58078703
93 102745 911245759
93 114858 72997241
97 136062 122283120
97 136405 981482967
98 1188 60595623
98 94903 187556007
98 119954 893424812
99 119922 603207493
100 55061 2935906
102 73847 900974536
104 39347 552571728
105 25677 713702706
106 124296 374961916
107 121097 582917346
108 12348 168503423
108 104544 206937421
109 93419 765847638
112 4370 723376109
113 3613 776615797
114 2054 107693176
114 87035 773884833
115 130755 103419221
117 29759 421380351
117 82551 7115083
117 145218 112965351
118 154214 336721531
119 77430 19063293
119 137412 507430544
120 106874 923743106
121 11798 12460596
122 45582 18780135
123 67783 910063557
124 23315 503637155
124 143093 508928840
125 8302 918271301
126 156970 272826269
127 153605 340311500
128 2541 573851892
128 22507 591641654
128 40693 847073919
128 63667 759929174
129 98348 404657001
130 35845 75974890
130 66540 247429382
130 150418 713752300
132 138367 377620554
134 6359 627724840
134 11589 247279743
134 156533 524465678
137 127019 702662962
137 147904 219640265
138 4149 342180206
138 70048 908859535
139 49035 368556076
139 52601 265816379
139 96374 424508937
139 109364 628932376
141 25521 380613689
142 49874 199432190
142 106802 924525243
143 6730 437775267
145 139967 619428814
146 64914 587489834
146 86625 425345187
147 79350 80218112
150 98674 21133651
152 115900 575390440
153 49701 790806546
153 96531 692565075
155 126402 181801893
156 89356 562557684
156 155680 382525713
157 24573 125910932
161 30959 484366996
161 101620 772992290
162 37092 289492952
162 106501 810537998
162 152413 747227494
163 144344 61930710
164 93563 681054552
164 94094 105855456
166 23358 928870738
167 85773 9531530
171 38417 383710643
173 1576 735083391
174 101280 727482886
175 135644 465542732
178 1241 817239230
179 104300 849116722
179 106486 573876258
180 109221 648297533
181 158601 202564742
183 81743 888417429
184 28767 241027515
184 72104 720753939
185 39102 59816904
186 88646 817207575
187 76883 917500633
189 31843 64874136
189 137867 948037239
189 158558 662904955
190 23249 964768761
192 51794 527127592
192 99593 117233209
193 149375 28929115
194 87773 280287883
196 48370 648515895
197 76340 374059755
199 82251 682438048
199 91417 11718005
200 71981 663280585
201 130559 336949529
202 22665 40252171
202 24568 413649806
202 47957 768892664
204 71455 607173254
204 115441 211987376
205 39214 667363364
205 82333 480896882
205 102740 49401002
206 80748 472588149
206 134822 235744119
207 109332 314941433
208 50157 423563567
208 73106 206415256
209 70453 61606715
211 118011 838026721
212 9600 882854516
212 100667 325219622
214 137024 966435610
215 118532 662879125
219 97750 902246922
