310000 20565
7 294288 107190188
18 193597 172732415
28 241806 287360993
31 197981 502667816
57 128160 878849014
61 37296 579137127
74 86697 111407244
75 150640 265610733
80 90703 366367226
100 139976 377359612
103 264760 292452244
106 168568 350138314
123 217289 673983279
133 63317 667263915
149 249777 361257188
162 100411 62169198
162 124676 698736916
171 128035 113729542
178 249912 50585773
211 81116 144329836
221 22674 493975978
229 127055 199549892
245 144996 709017056
254 288348 198966462
259 302691 361428982
261 148016 558911295
277 281215 675759796
287 278763 742667071
304 229522 864385
344 29123 102017524
350 146211 197986086
352 128089 793824048
362 254096 622676952
364 207655 424010503
365 58542 199725940
375 29002 261703092
388 300083 910517515
407 19794 628506044
410 204218 883766433
426 76171 373323347
435 80070 846733362
473 217404 101170687
480 191940 949130485
501 146551 698742651
509 32944 663351523
519 55720 655160029
524 308843 749018234
531 145843 765064442
534 193969 783748798
536 48180 619960585
536 48837 949458816
536 122339 373851270
543 290416 599936994
554 24506 766423896
568 255654 487021849
573 282326 870833205
574 71549 52277108
574 197523 582043461
595 295949 273335198
605 293738 46127365
639 170388 221354527
646 93474 144380270
652 66693 168137000
662 260201 924641621
670 151600 514984079
688 144234 392581652
690 155377 580961303
693 180297 55545706
694 195506 264248821
701 125910 520923039
714 85390 970530703
722 178821 548807147
734 212577 885654150
745 301148 238414616
747 287481 139640822
758 144388 719669862
760 28629 546477052
760 272895 222059694
765 260479 949212536
771 274067 733918665
773 109538 128522771
780 127841 627037746
782 244908 546072707
783 46039 240138473
803 124869 30653197
806 139021 276129690
808 255700 987978827
808 281583 731648766
817 84319 162223663
825 114728 398050689
826 29325 222339911
827 10665 273176101
834 108852 642731586
839 251774 9616805
843 252637 786293682
844 253212 225762269
855 155319 406165011
861 146552 779743080
877 227964 459427851
888 309516 206644619
912 15634 664988403
936 60252 107129425
953 47949 353195413
966 66798 9865462
968 22256 413151031
968 295093 193997448
972 104967 50579672
973 137269 55020235
973 170949 71219385
973 173737 801824093
977 10199 537288222
980 128992 725802266
983 26975 585568085
985 267389 672625601
987 306840 760765431
992 16379 44050903
995 304702 823314285
996 284001 701290699
1008 278753 956722101
1018 295392 675840346
1041 22494 566020710
1043 273984 355109428
1045 17955 142764529
1046 272186 451803871
1050 209908 983562537
1051 53961 141739227
1054 137316 918204676
1059 79237 251121927
1072 82223 237978274
1076 212549 495189827
1077 42067 738268559
1087 43690 866111061
1090 65287 73154116
1092 73707 848498192
1092 171575 17941235
1097 238748 225393074
1101 297514 608868484
1105 57850 548435086
1106 297376 635164634
1115 214497 719821034
1127 189383 724655962
1142 172690 957458218
1155 13786 595949740
1157 1292 709008685
1175 4708 318908099
1183 145187 946863606
1193 116820 642071067
1207 257034 792309647
1225 80770 884464961
1239 119205 839214377
1245 26106 431754648
1245 140322 64947592
1251 140099 126785625
1252 217828 104751517
1264 243878 502640091
1282 39133 761941876
1300 278565 179470612
1306 209415 552469840
1325 52112 798060383
1330 28490 786692371
1349 34020 186282623
1353 24723 156877795
1361 301546 231098595
1383 267780 722995210
1406 124648 668664363
1412 182770 485058846
1415 142822 314635242
1424 49190 251969121
1442 14919 766209197
1445 213148 429128554
1461 111997 609827644
1464 200230 170221316
1465 248347 353807391
1465 289078 303499861
1470 262301 979328867
1486 62361 144600130
1503 11585 367909021
1524 180183 181340434
1526 121835 982553391
1539 198250 593865297
1551 196828 932609737
1560 248801 894191862
1567 264812 530130994
1569 21246 794102215
1584 228507 197251144
1591 57866 25725948
1600 280533 474060101
1629 17806 77740066
1629 39616 979625539
1629 302563 923633474
1632 264802 60208385
1635 208271 347913282
1639 17184 869780455
1647 112691 357058954
1655 88280 200532551
1671 19097 847623914
1674 18111 745475301
1686 109923 413342138
1688 74114 296250041
1694 7880 31905090
1715 11096 963662322
1719 64643 360994652
1721 223556 342622526
1729 69116 161072472
1729 259394 504064840
1749 86388 290096927
1757 253800 249049730
1764 103660 431253146
1776 57909 934216996
1783 116878 347654996
1787 74004 283214707
1787 138021 368421469
1800 212908 456768070
1806 54012 133606513
1806 251053 138949061
1819 49161 126536794
1821 173075 240900724
1832 113718 758708114
1833 233908 818441327
1845 51173 947024171
1862 172229 757747959
1868 244207 554400499
1872 270774 785044524
1876 200593 354424531
1896 88084 843803420
1897 1962 75666039
1906 277550 922937852
1924 96063 547607859
1931 128849 330732724
1939 293352 604183076
1940 85044 873894816
1944 267109 628915350
1947 125496 782208148
1953 215252 332229797
1956 255799 989017121
1956 290687 416108070
1963 299371 946524438
1969 275753 345935815
1983 9735 453906505
1983 285458 634527348
1984 296668 75747990
1986 257399 471962876
1988 75309 845672232
1993 288972 513669108
1995 31995 863049207
2031 134914 259619291
2039 204938 780066961
2041 7442 595258238
2049 175918 656805660
2051 260335 195995293
2062 278772 564182938
2065 182138 888314575
2065 208031 983844718
2078 164302 943653538
2083 195473 960375584
2084 86895 613322502
2084 164355 220627548
2091 123833 592634602
2091 166610 201973824
2097 44972 333808935
2099 240821 68765143
2111 107420 785633437
2122 231097 286395615
2135 249010 794906267
2137 5620 492153042
2146 106467 404200324
2147 73009 61232676
2170 95758 137217454
2180 278627 805800392
2181 192815 817199757
2187 125874 144875256
2190 116050 532189712
2196 260300 657987381
2205 137323 767703626
2207 92382 965256845
2209 93563 518293845
2259 70863 35811356
2266 215306 485886835
2269 273879 272975060
2270 183076 447073141
2274 25373 337495680
2293 79181 60517727
2294 100678 95897349
2295 81027 790892876
2300 77827 220220395
2317 50798 957769871
2326 291682 118751259
2328 42346 423096091
2331 182365 901430250
2337 159837 220355876
2341 129471 628720981
2344 38056 47213829
2347 54790 482003598
2368 229180 30533476
2374 257211 938651831
2376 211131 27283859
2379 197206 391213804
2383 50094 744067641
2402 78653 88580487
2403 169254 560146481
2408 259745 786366878
2410 190714 446134705
2432 86835 425658064
