18 138
6 18 814258800
8 18 740779225
2 10 528770767
11 16 217473976
8 15 367081161
6 9 107157543
5 17 347390850
2 8 662160626
1 13 879054378
15 16 434339122
14 18 771953485
1 4 487355835
6 15 803804521
1 7 14825944
7 16 247827136
1 15 100404538
4 8 515036271
10 12 249313580
3 8 205252800
11 13 418932491
11 17 894801083
2 14 509758965
5 9 229658370
10 11 252183488
5 11 488662494
10 13 100377390
1 8 375677588
7 18 508348254
8 9 39629821
7 12 68544132
1 11 541983317
12 15 629020636
7 8 706110546
2 9 590153947
5 8 892131704
3 6 279707047
9 13 472890283
1 2 997411529
5 7 413990917
4 5 791953953
1 17 149585130
13 17 315558682
3 10 620939096
4 18 237113373
1 6 292120963
5 6 79226698
9 11 37536416
5 14 622458469
5 12 333068289
9 12 251730958
5 18 779920225
12 16 480855605
11 15 140038273
11 14 541595595
4 7 383574003
5 15 27562429
6 7 198181173
9 10 749221149
6 13 359112192
7 10 958518946
10 17 193178338
8 12 269085010
2 11 879108362
3 7 351153789
14 16 546176866
2 13 462222061
7 9 991683299
3 15 621920602
3 18 165356067
10 14 566937635
13 15 608844850
2 4 275885115
9 14 313317031
12 18 96956257
1 14 311763701
9 18 559802259
8 16 44281090
6 14 664126404
9 16 611439866
2 12 512042444
5 16 721149023
6 11 782770079
12 13 846189668
7 15 146357185
10 18 766288763
1 18 181786873
8 13 403342380
3 13 876142404
4 17 294386984
4 16 740531724
8 11 22247582
7 11 696136601
11 12 743964364
4 12 276404167
1 16 439327192
8 10 12208633
9 15 188597983
3 16 314219085
3 14 540878926
12 14 378595857
6 16 953568625
2 7 688312180
16 17 579446089
4 13 327478400
1 10 294614177
3 11 206607175
3 5 188838243
3 4 888231260
4 14 958941479
2 15 37611653
4 15 989467916
16 18 62246574
1 3 324763339
4 9 954814751
7 13 439919368
2 3 739285233
17 18 94917867
2 6 159379646
4 6 347207919
4 11 552484759
6 17 638287097
3 17 280524602
2 16 566803372
1 12 368195972
8 14 369195259
1 9 846771492
1 5 632961535
11 18 157838737
6 12 579885578
4 10 62314045
14 17 777562363
13 14 443070730
10 15 520819923
6 8 45791229
2 5 146246792
2 18 273380401
15 17 392762905
7 14 814956557
