200 3101
6 152 630099083
23 64 578662520
109 173 736719826
27 130 334017984
52 194 982235236
42 69 70902194
106 189 159468391
128 189 180852886
48 156 263927966
26 53 351237257
39 119 462433571
140 184 326746444
44 141 894005074
58 67 84855128
43 143 454528008
37 82 314488885
93 157 550644493
86 138 397458955
121 145 982088398
48 196 817326712
76 197 365451599
30 167 966937252
42 107 794493535
76 143 887895187
19 188 536325388
97 118 146786746
12 128 683805785
32 188 445231828
62 192 179147054
92 182 408750325
82 84 580891023
100 119 870726111
46 179 120628496
1 145 831895443
83 183 795819656
171 200 552255275
25 194 474212612
79 165 85585638
86 151 840104446
79 89 103555972
3 67 560875727
16 199 742145748
127 193 435631969
73 159 844651402
160 183 103487528
70 160 646415446
53 130 179082578
113 198 892616241
120 165 299726652
48 183 972151801
54 108 789956648
32 34 317564224
24 187 481199917
2 24 272188512
71 99 590261358
33 36 25477074
14 97 928449166
22 44 680259263
76 168 207399267
36 189 628694231
28 200 245154793
21 148 546242402
77 160 712783736
9 11 234201492
99 116 367772729
134 190 571992612
23 174 745698518
58 117 906576415
105 162 374830960
45 113 334836985
48 128 879856598
85 184 982406628
27 124 986446066
79 140 46906980
118 191 833466246
178 181 438616099
84 102 366294040
21 115 31757313
12 129 61895723
4 65 624735855
45 65 963924143
65 145 487950077
25 39 388800953
3 89 122714416
13 176 809111926
69 121 666426520
19 162 507122269
2 63 744379938
4 127 805944995
43 128 476795562
104 180 929069300
176 184 834788052
135 150 754410079
25 153 277678620
95 103 22949265
109 134 59432746
103 117 769537861
88 194 187069802
5 17 790059515
4 184 942196700
67 110 882377447
27 167 644691752
66 81 346995756
27 170 287629045
3 115 720258633
42 96 870869114
5 18 725466323
41 189 529348180
82 105 961408100
109 159 305407898
95 164 341071827
14 106 534981166
71 174 450298533
34 92 955062357
59 92 648804546
93 111 953584522
22 28 264020331
139 175 913537678
177 195 614865771
66 157 298994883
28 48 391483020
173 193 516932794
38 114 627185740
36 100 190052362
138 165 587506640
71 102 536989283
47 156 444612377
143 182 154550242
24 181 889231221
94 126 126590630
40 62 983064887
121 188 841857954
36 172 721312938
2 16 27766964
22 172 733291586
19 54 416478711
93 112 700626452
42 117 974834260
60 113 899052679
132 157 649630559
157 173 145286731
126 152 684113504
8 20 347066762
75 137 438982318
27 147 542779998
47 75 279916867
102 115 980522114
82 123 649786253
26 193 100278859
92 153 261133186
13 130 638663896
71 136 107754742
81 165 818662792
67 79 477043760
72 189 689974956
33 148 216911802
39 113 98774397
27 70 985454967
18 86 340264272
19 92 290391291
12 57 975685639
149 187 352144150
2 144 295297482
101 110 415564978
149 157 463522295
51 96 25443038
78 165 53589846
120 135 411083306
67 150 427145105
70 116 470099764
110 176 55726050
108 110 119575683
133 159 91732238
144 152 469642131
12 72 135027345
103 123 119153968
53 186 1916186
13 138 274994439
40 185 996047929
105 156 140024441
68 138 840269654
44 155 346924210
109 126 512262629
8 62 978815994
75 108 729879255
91 143 235780682
29 105 355258195
27 152 436762402
12 44 565498533
121 200 316163737
168 178 804255606
155 178 387704245
5 143 294844989
33 102 986167292
97 158 173521653
1 71 967692363
33 96 171645456
14 61 34095333
32 116 651041451
19 20 226166990
4 150 909125122
7 48 809529434
9 15 565559333
93 146 849028352
25 34 857990123
7 123 10824819
25 91 677558311
11 85 660889331
73 85 728504857
10 99 646954207
66 174 115338023
171 199 355765135
145 168 158608844
155 188 402457952
53 185 664206800
3 39 131770639
24 194 907946425
51 189 886987850
82 128 328891265
176 188 197847428
68 121 111975048
4 129 286095624
20 142 232624332
113 145 529889616
28 159 643963222
13 26 243584151
12 83 856422903
101 199 362036141
58 126 864932916
69 200 286031369
191 193 633823614
22 61 200744740
5 69 485369510
46 169 607793412
133 173 914052751
17 70 873621014
89 172 574399012
73 198 660459073
5 108 730270604
72 98 822780215
9 52 569881756
13 115 650628109
38 64 558496909
11 160 741750797
177 200 748895470
72 77 810298571
45 92 533373915
5 31 108778869
94 199 465404271
142 166 189793135
152 167 60654198
151 169 977350687
74 138 519087207
13 125 796408836
85 153 774812816
126 171 918501645
117 160 479219859
83 127 924760104
34 142 718348304
31 158 82965528
78 128 227966883
110 149 972639627
64 99 527613201
105 189 170965611
97 140 442374845
3 101 382661236
39 90 137557600
28 88 975801094
152 172 84776184
119 163 513179195
100 171 166759937
128 154 41692476
154 158 486565858
98 183 73246672
73 125 809888170
10 14 984661301
145 169 183816187
54 163 908241971
56 64 810009926
104 120 290699373
69 81 829855544
36 190 403157754
131 141 757693299
10 132 900129331
107 133 22718848
79 128 703984846
18 180 524175364
107 165 755828267
6 135 369047858
42 66 23554029
29 46 151767169
121 176 230565581
133 169 330813854
18 192 334399658
146 167 261572258
48 155 327771619
42 164 776869255
77 198 984758249
59 166 28503768
55 156 807808271
24 193 321074600
42 91 547366820
32 46 483797700
4 170 924109379
116 175 928899883
3 113 237627752
113 183 872249790
34 95 118701638
59 128 297400883
69 127 805312728
33 168 608981327
22 47 2266934
13 170 417765972
3 68 255106089
64 138 949352887
21 128 230333185
54 183 613230357
5 166 736908453
3 83 650627176
8 197 321516010
20 37 786111605
114 170 723728680
159 186 374416520
93 97 292846858
84 117 293443939
20 52 589098662
106 169 430337907
113 182 267982541
75 180 417504837
106 126 694697123
7 78 582254904
133 193 630812529
45 158 90498930
57 95 831832505
8 132 369518359
109 139 450658186
99 177 890103736
51 86 181334550
68 156 711222793
103 174 154227841
17 100 649237719
61 168 491490299
97 105 343541048
127 169 530172688
121 143 321821187
95 197 716404286
23 187 211675266
27 64 584626119
35 143 873654886
13 102 155650761
137 146 133772026
124 195 968741771
15 87 767617435
78 182 542710552
133 149 497656167
132 171 480157202
38 150 665727029
21 188 251418815
42 82 371005124
15 110 89063528
5 33 144670262
83 158 861323234
15 115 866698430
19 60 623785836
72 149 923492760
25 147 374265276
161 170 205597753
60 82 593095763
87 89 516123848
142 168 549904152
25 151 687829452
170 177 378266917
21 50 426754341
28 125 258703579
4 158 662359104
71 112 517183803
15 168 227860870
96 155 522067064
106 148 192005908
38 153 605180871
147 172 495194801
60 104 998780538
152 160 207706876
7 75 822404684
165 190 166177765
51 132 723002622
14 95 348677214
49 164 316903202
153 182 226532177
25 102 711959606
31 135 193414099
119 150 788516852
21 78 608213146
95 126 670740199
108 178 658626732
136 162 637703233
105 147 21141849
29 147 937430763
40 200 659541355
17 76 367585758
160 195 194837915
142 197 202021297
44 185 13546053
20 71 647505266
106 118 180299359
29 139 260405432
59 111 52422055
9 154 199875832
192 200 342976027
20 121 178245143
71 137 138561198
11 36 786935873
56 131 109392696
146 174 865270520
62 195 118250413
145 165 598441327
88 142 394474641
6 163 835717656
71 153 767547051
163 198 806636923
44 114 79300600
60 164 871374409
3 151 939092450
81 180 959128241
36 80 732633266
5 168 663431921
61 150 594118722
141 142 984388911
102 103 168551413
6 57 846950537
6 55 991930347
3 18 572807529
15 62 5617009
90 151 826474270
100 176 607909559
168 196 805413032
29 151 244561860
19 133 98260690
142 183 703761069
153 191 698198406
172 199 382352132
79 105 93248604
68 108 124484751
8 84 255144051
90 122 749400890
29 135 633538948
56 161 652100685
36 92 448748084
9 195 831892193
66 160 767950760
48 154 901241744
26 119 269036638
166 200 180278635
85 116 738974779
81 168 431054384
125 149 404379103
141 166 583555516
95 195 637968192
14 32 460245694
56 69 275070326
14 156 436990125
124 183 523077075
30 132 899375355
148 176 478357046
16 70 828112266
21 60 627162784
10 104 644587615
36 68 739011079
160 177 779164309
17 59 280798314
55 82 454014099
85 88 443620901
113 120 726943617
63 67 461804678
85 176 672931319
131 191 683626911
18 19 326313975
166 190 83468637
38 135 945896989
38 56 95045593
70 89 44635668
86 93 153975022
70 181 490146892
53 135 119029002
80 181 294891753
64 79 8121161
5 73 11246078
126 195 856906431
20 65 184494842
66 189 729441557
80 199 569623906
145 147 334866518
34 189 441942720
146 147 333662218
109 132 20326363
7 121 496578436
178 191 212426535
53 153 642073976
143 176 437604990
98 174 930675408
47 112 90046992
