17 79
3 16 272884657
6 17 184831813
2 6 981305307
15 16 213877631
5 16 536779706
2 15 973670154
4 16 829959590
4 8 951721348
3 7 716178178
6 9 933041827
1 10 695813042
8 17 677653202
8 13 338667209
12 15 583676671
7 11 907890823
7 8 959385011
4 12 317851522
9 11 723696482
2 16 696879394
6 13 190050308
2 4 194483537
2 17 874286052
8 14 839919475
9 14 876841399
11 15 482350228
11 17 470869999
7 9 741758176
8 10 349762385
9 17 856395863
5 10 115688132
16 17 781887168
9 16 602547820
1 11 353179358
10 16 144700407
2 8 311976673
8 9 656660022
3 8 814618655
6 14 912812527
6 12 524753923
4 7 430984689
11 16 164584005
1 6 150569063
4 11 69640795
2 13 853202801
12 14 137108015
5 8 201562864
4 14 326904849
5 6 506564513
3 13 822448110
1 7 989947245
1 5 977643970
5 9 655246078
10 13 791923018
1 15 247240853
3 4 872507134
5 11 858253338
7 15 326549054
2 10 417457780
5 15 739398859
7 12 849130010
9 12 571695992
6 10 928513258
4 6 155120160
5 12 21164857
10 15 179701978
14 17 319780394
5 13 947714155
7 10 14504259
3 9 944779260
3 6 189866301
3 5 387992076
5 14 425499674
1 17 587231911
7 13 198592125
2 5 338732247
8 12 326118453
2 7 638229339
6 16 900092442
10 11 540175510
