14 45
2 12 320753243
5 6 730186091
2 6 699083319
5 14 390495377
2 10 966698571
8 13 124475758
5 12 898455468
5 11 701480919
7 9 512989544
3 5 826378072
10 13 106828505
1 3 289363376
7 10 367798590
8 14 367300735
1 5 183413383
11 13 852814397
1 8 558296431
4 10 244367982
6 9 5592784
6 13 830519059
5 8 838016050
10 12 34445667
2 9 237430180
5 9 503357371
1 12 141694671
2 5 562542802
2 3 627945799
4 12 12078128
3 7 787936292
1 14 420898272
6 11 855385297
8 12 537202532
8 10 13855523
1 6 255540712
1 4 839582380
8 9 954654138
2 4 354520401
4 9 476795642
4 7 72822042
9 14 443983245
3 8 979100489
9 11 668810327
9 12 729558701
6 7 688478632
5 10 46326071
