230000 18454
1 215238 649557539
9 15852 834266300
10 80399 592083160
16 62723 312777510
28 98157 916569032
28 183641 230575813
30 40640 319037362
31 165609 176209939
31 169167 64543553
44 9144 472587236
49 163377 316970552
50 23288 201577401
56 210079 928530923
58 86566 461647701
61 6838 431924976
63 188544 202622865
63 203251 259255831
70 218941 977754732
73 152198 201326230
80 152764 952542822
88 101033 685794696
89 123831 842305805
96 202527 534102168
101 175583 714194135
123 141058 383586297
139 76917 757942322
148 147059 509900185
158 67882 557573593
161 33236 295505813
161 111407 340216425
163 124126 301052398
175 181492 124178227
180 20313 64788349
183 117038 492354131
185 132284 744972836
197 16970 648855041
202 92526 575683142
209 98931 86843174
212 176381 241368440
212 190444 498319154
226 127490 439891576
227 137338 84219180
231 36295 977010269
249 65355 684169738
252 176897 823959824
256 67160 137655362
256 86093 234348282
263 55017 154441888
264 225045 286061566
273 176479 635070042
280 200993 219385257
306 42484 963204193
310 18835 719579816
318 141964 526964729
318 223666 978119546
319 26545 847721611
323 174885 82752613
323 185551 278396602
324 97406 932363438
329 71500 353410227
349 199809 106772739
355 206232 188999625
356 155570 583988028
359 132985 163984704
360 171527 106467650
362 165683 481539176
362 180644 372509519
363 22081 807063533
370 20941 968057175
375 138549 2276461
375 200120 672054725
389 123461 549268043
391 219422 802657642
395 36252 553257666
395 47448 569595058
397 169993 250099260
407 101462 708621848
409 39047 373728228
413 41214 491232731
426 127732 579914874
447 85823 564462833
463 52092 412676709
465 197979 495294268
473 209352 600161038
474 174129 612611835
475 185036 833276779
478 213351 69514114
485 30439 309105625
488 204841 735925037
493 47862 816816942
496 33042 495042194
509 30510 498074894
509 206193 930500341
514 67556 938085245
520 184757 167664640
521 49765 196460470
526 208675 964854451
527 6408 171702330
543 178075 388210073
547 162892 974476843
552 42592 85697084
558 59114 674879449
568 221052 412210650
574 48494 148706973
579 161199 151389527
580 18946 203819493
582 10592 828616822
583 106650 528238992
586 95172 527357507
598 107278 639373692
600 81444 690038995
613 177859 321148508
625 76101 628152880
625 99373 244779470
631 53612 327250573
635 120883 87582124
643 208878 728975297
645 66029 78761121
649 28804 92758002
655 178438 614979583
660 224382 492061072
666 208485 580152528
670 62840 391794821
671 27570 467943978
676 132627 462945450
680 79675 188389575
681 36757 565174652
682 82315 197215701
686 10774 741416207
691 201492 521584905
695 65119 89935938
695 213529 781190137
697 196446 203774515
697 214719 835329707
699 204207 376710901
706 111731 789645160
707 104759 935605120
708 143836 222633430
709 134334 811621097
710 196401 619344709
714 112605 967600850
718 118078 753506376
732 113264 294728995
734 81824 21938056
735 197726 189815033
737 113456 784454100
739 103377 910270174
751 133036 179104635
751 227143 900474939
753 110702 141121757
756 223109 515592202
760 91588 734250559
763 203537 813800655
767 185577 186668255
768 222463 474721736
775 89396 70129992
777 6900 189410146
779 179002 666496231
786 108483 627164911
792 40888 570804445
793 16588 393905558
817 93403 61985301
817 167948 738691722
820 188477 85810329
821 49065 63908479
825 16205 7100449
830 221786 505203800
834 224517 43591661
836 201115 645716772
843 128320 509749204
854 112517 793221963
859 191760 44024987
877 75224 631296772
877 203657 846213514
881 78324 9672201
903 200668 323599164
908 80854 845593230
917 206901 16695735
922 75417 966953838
931 86620 893750716
936 124486 887562151
956 125024 696971615
963 139783 460601608
965 3244 947741657
966 68634 345035304
976 6192 646949019
993 19760 814202266
998 49554 587643303
1004 90928 608126558
1012 180662 620453659
1014 155831 811015066
1018 62521 331627534
1024 20245 513618313
1028 140704 543318175
1033 188326 266078642
1042 55916 262009162
1048 205268 455461981
1054 197753 215368061
1071 42912 25331522
1073 25285 906950507
1078 217253 891348867
1082 101226 44753183
1084 144981 484229340
1091 55740 201699027
