1000 230819
58 122 772851160
326 572 545202518
296 523 380303884
184 614 95797043
195 605 938195502
564 938 117386271
156 344 441951573
876 952 528576783
120 553 167419754
136 525 590357113
235 253 374458070
412 932 473926954
96 493 885672828
660 934 470691925
66 600 406661866
779 825 221864686
354 664 815893962
155 669 960623160
620 670 191649950
805 971 294688669
66 170 197658028
140 291 616789949
421 544 830709302
800 948 79567048
274 547 579539694
80 801 75150352
284 890 856671656
304 306 781140185
802 854 542682193
326 992 651449459
472 974 471246111
340 997 709254026
217 357 523727369
550 691 733090492
520 774 706053497
766 925 618218604
60 329 498499136
276 819 338981333
847 982 510496458
576 928 482149218
98 351 777527698
50 348 811660859
161 919 328554711
299 782 614549795
718 968 511657871
177 220 564851840
69 639 606684572
413 918 749466555
434 850 434432317
433 556 378072522
33 241 483451847
237 398 613649674
213 580 861275027
530 678 951027793
730 843 698024762
574 925 861663043
113 659 221584383
8 286 670947300
136 924 633079692
442 673 870086511
300 818 361438945
515 565 39215717
300 506 847436425
401 904 192135144
124 889 715148814
213 854 141737545
158 667 642882222
263 528 622567646
399 865 170913614
94 165 696316697
257 374 39071150
477 944 699862229
130 872 349232861
154 464 626344435
102 606 188405999
92 601 729438501
482 1000 937486318
4 304 570262537
135 400 795830798
439 840 682373241
59 776 694725923
234 595 639235873
345 662 448719703
459 843 638164817
525 884 466645271
397 663 497939475
71 346 858844237
223 972 6155392
75 477 134614228
143 355 340234063
86 322 481355304
910 921 813101998
369 445 437517405
21 819 880146772
189 324 972276306
595 641 634937814
894 899 496224038
506 610 954421562
948 969 28198633
243 515 201646537
26 284 968281750
12 126 518862633
618 749 159929153
674 777 599519402
761 934 842264204
132 974 330366687
140 237 784054879
81 879 772076145
532 690 522356183
127 935 922726959
176 526 876278654
248 862 481477224
2 152 83550397
497 589 254972796
239 869 113538190
98 744 271751600
484 638 85608821
553 580 849273410
88 606 875785904
147 238 578525629
8 369 336615597
546 666 343057806
813 939 108811963
496 626 99437270
754 898 664813060
420 817 557744257
277 357 970386875
550 882 869051542
463 486 14450833
268 542 128387280
861 941 286252908
302 438 362704494
121 998 100862298
271 857 305418055
817 938 648274115
79 278 299434528
179 557 881836510
380 772 383375425
110 416 902281830
135 325 884632645
331 911 434364044
372 477 511843890
138 355 514765615
507 718 878947017
784 1000 522662729
471 485 516223006
637 741 165614252
231 234 31589226
49 319 577008111
712 975 970269215
476 750 105371554
478 755 110362172
948 977 980381384
51 379 181779426
788 866 490979974
154 968 35925543
118 277 898117399
413 906 527642410
491 984 396998658
245 743 867769703
234 507 741209487
190 949 518338124
377 964 290329462
803 839 818543116
154 979 443624666
215 432 200905394
30 42 17251189
15 425 798991480
318 388 948643347
788 931 994165081
12 929 752974916
396 541 428371428
312 953 567715148
222 656 889128786
421 657 364795486
684 694 42284762
204 529 50267145
141 425 482064964
533 601 662960882
294 365 476119996
19 582 416599491
642 658 48107240
192 716 498803811
441 498 147055932
249 981 827173991
373 926 179133836
403 418 174542535
154 776 67703522
120 537 34381012
302 500 423434385
743 775 989087849
298 864 730343818
351 489 865658721
62 545 352134893
573 696 168319048
136 866 972047843
563 776 277422676
47 978 951633578
332 674 139608213
113 509 937158385
431 866 984940651
347 471 105036645
36 78 183328057
427 967 460272779
527 712 629258583
217 489 398694096
254 412 122532940
149 704 875189213
162 384 551920701
286 729 172363568
372 652 15572639
700 897 250586088
190 591 576672819
689 811 568429023
17 576 895655476
256 310 532161021
18 846 481154249
242 272 902647243
333 984 417240256
615 867 725905478
365 428 649266301
380 489 60957173
663 990 410487344
475 834 940804157
265 339 566001989
12 398 894514164
427 826 256795936
449 858 247520051
364 562 830717194
578 682 342309999
353 705 183287141
541 963 736966346
57 893 484504615
800 993 983280551
259 986 903470725
531 604 803223419
92 205 456105966
531 748 255208938
648 732 929498682
421 581 571209490
417 456 806875427
170 750 652232225
509 966 196059379
237 776 504086829
532 892 747333759
446 991 324074051
511 958 39779923
680 820 218425280
429 961 154999086
335 382 697508319
88 150 510389168
78 468 484979091
221 993 581866833
446 916 194923671
37 417 881899669
686 811 401722050
139 784 303348349
403 412 331346079
927 932 340756288
19 449 69183293
433 937 96065083
64 950 845792066
294 764 222541093
516 759 790039366
110 426 669067910
172 725 614095709
672 697 326752105
328 898 871834101
659 802 13294672
14 418 968040418
202 774 213330791
697 849 80301495
652 944 769135613
19 829 278907479
373 499 235941167
330 960 885407435
231 526 871448037
645 973 579584853
84 347 423152130
294 357 972760516
58 245 437025495
303 977 925978377
347 842 185132760
53 145 314489866
418 810 846645393
231 851 568396725
83 290 47131354
657 822 891594328
364 393 642243145
889 919 174536752
32 834 202767847
890 933 53316415
116 535 506521895
91 786 835040866
895 909 904784659
183 660 855370146
349 476 417990344
622 786 473447882
575 887 254256932
