18 67
12 17 988517109
8 11 426596618
16 18 95470815
1 11 522230110
2 13 455617395
4 9 269162390
7 11 56494451
1 10 502077635
1 6 198402463
2 17 91786184
5 18 487104435
9 12 202479473
11 13 581588116
1 5 584993225
10 18 24170437
3 11 382710444
1 4 143548447
1 16 880607642
5 7 577230785
3 6 320289998
3 5 684701508
10 11 426139022
12 16 382449715
10 14 524703684
4 8 557301434
3 4 817918158
17 18 828093596
1 17 435881361
7 9 262354282
11 16 449212372
2 9 221569521
5 17 43726538
2 10 645318900
3 18 613407984
9 11 954555674
9 16 959695129
2 16 520531497
13 16 926955718
9 10 527067508
6 15 983921083
8 18 823418770
5 16 361930446
8 9 332469584
10 17 27315713
2 6 882451432
8 17 6759891
2 12 252923506
14 17 757002195
5 6 915736218
11 18 492127349
16 17 526756498
5 9 854826536
8 14 391387722
2 3 40981415
10 16 169646558
6 9 667895695
12 18 744878416
6 12 369332529
4 10 978249078
13 18 551272105
7 13 315532853
6 18 441391
8 15 358946799
11 15 154876076
1 12 48780346
4 12 7557008
6 8 857877457
