390000 35682
7 170557 855996176
10 202062 943977703
19 305441 705040220
35 132361 113177668
41 101128 723574386
47 127591 535984490
51 79316 577331564
64 174625 129558346
73 380065 712332208
88 81207 241429957
89 151649 811616592
93 80572 219146938
95 76097 208011698
111 345752 491366207
122 291783 788609651
142 268903 17885997
143 7623 770835080
143 131622 564338914
155 250348 506789286
156 15348 678565697
161 387882 662902243
164 362028 752453629
169 119567 296838557
176 110316 294363671
178 332581 438447514
185 323579 535164068
186 18518 861785456
190 306298 680996307
200 285502 142034983
201 10742 87070254
203 281469 872650524
214 99111 6163488
215 54427 24417576
226 328830 499444151
230 289881 505737216
235 49425 567427241
240 354108 644340190
249 268108 592528028
250 5941 678617953
262 151180 371805601
265 51327 16884657
268 247360 326402305
277 276636 958248166
280 382461 510445628
282 253019 299808937
282 290078 37133902
283 118913 253303580
293 122417 145503028
295 175424 148961783
301 250403 298938797
303 209351 393955827
308 105727 474375493
308 193010 303479914
309 259680 179716238
313 71039 364069695
320 368597 990160304
330 371206 595145467
336 389494 493684516
338 266581 139937080
344 237960 735968444
345 43787 259652417
346 314088 424295654
352 108926 380059898
352 262343 942689328
356 288062 610883581
365 210962 764703503
367 67218 509302534
367 119722 344411611
373 133423 209857936
377 283046 455698717
381 219103 832717247
389 291991 909462541
398 193360 583456384
401 366308 317820757
402 359265 264295406
411 7823 168158747
425 130750 592164855
428 370016 466380606
435 108264 232849215
436 46144 305073886
439 84003 329420356
442 46562 846951970
443 195837 476159682
446 210646 365967156
448 191260 223354199
449 84322 332468624
453 286680 50837354
454 354975 814135934
455 312517 942407497
457 296300 765663196
471 96985 920212113
474 82117 899788577
476 335432 663626450
484 290036 530399902
491 263758 583707762
493 332437 79521541
498 362571 332391889
511 113503 279659823
511 360889 87932078
530 160527 14881305
537 146616 462430152
547 101654 295883055
550 297545 71533768
566 375988 657754829
571 157139 945759838
576 106959 483351298
582 234219 180800169
584 219799 839612054
595 28242 9948635
595 337224 250991694
599 93195 432554780
603 230599 262486637
604 111039 509934511
606 276551 412353662
613 10134 305660499
616 53464 192376656
616 171782 844423403
625 127090 987913538
626 195827 499508320
636 231122 383968448
638 95555 398570694
645 215924 95609101
657 159919 683792317
658 345906 517643586
661 328453 673164569
669 237355 540464022
680 206778 744845253
684 353292 258764510
690 341682 41348324
692 276528 378078295
693 120901 97365816
694 156527 636015523
712 287993 566056135
719 115124 602170641
721 115946 160066747
728 10560 348412449
741 311630 97897353
746 79783 262717510
746 249597 902480726
747 108514 778958317
750 228444 635408021
758 159295 113244606
781 230772 86439668
784 163868 179261473
789 301837 896435832
789 320486 780423939
794 122292 534214374
796 237259 971525593
797 112814 704377189
797 192745 143917028
802 2448 833779296
820 239888 334309559
822 122603 961207729
825 78494 525019382
828 222013 382410491
831 5068 611274079
835 284227 518550102
839 265265 460234766
845 87420 47236913
851 172071 872271868
853 385051 733062004
858 190787 216287944
859 5564 803348197
860 266178 276221113
864 33087 544910028
876 343249 792915715
877 91672 462342616
883 274834 941838921
890 145948 523630659
895 209082 63880547
896 178005 730550837
906 95327 237982304
908 143519 452739685
918 189117 58553294
921 124692 215842566
927 89844 710856760
935 359865 703780576
939 257495 477364719
943 375942 406121148
946 82367 251042061
948 246035 826532612
953 72691 324192695
953 364771 641523115
963 43519 906563745
970 41832 218011210
972 280285 900370390
973 194918 215888011
976 283363 831847353
997 378905 473317578
1004 264410 7702598
1010 288187 687196920
1018 321488 391240349
1030 214991 651769283
1042 299893 527118017
1044 306415 862934515
1060 142103 393820060
1083 363443 189637655
1086 8942 882919238
1090 295750 348192864
1091 266048 557799814
1091 341467 517605068
1095 57069 316528792
1107 340610 449095558
1110 53671 489635888
1116 2941 144492940
1121 192109 366923455
1126 37922 444825490
1131 363068 333933300
1147 262424 312234790
1150 141168 471649669
1158 136652 905090068
1165 272868 183077166
1175 32903 73100811
1177 106512 568936697
1194 338775 227438719
1197 290404 774888640
1200 310804 354221777
1201 264234 792680432
1202 360119 206321325
1208 172735 644532879
1212 35346 550487220
1220 140006 723420799
1233 60372 200734042
1239 42320 284780803
1243 210657 739826704
1246 134658 205396610
1247 369390 496210596
1251 293081 371505291
1256 216821 476766440
1258 355960 565814297
1271 59628 709992082
1283 339443 778519063
1293 57022 465284450
1311 230645 633134117
1314 45862 596893066
1326 389305 58555804
1330 276123 486945865
1334 275354 636241103
1336 265262 214480088
1342 169367 439522452
1342 236087 847581578
1359 286011 377943042
1362 77272 52354862
1376 238532 915796091
1383 11977 973909175
1385 236688 904818156
1393 316511 430647582
1400 182430 861032275
1402 94914 263991175
1412 320361 388452737
1423 356263 934949282
1433 94486 394967073
1436 148346 105676884
1437 81800 776819448
1439 251771 777758869
1450 60818 313290605
1462 227293 348732571
1465 350033 23610444
1472 275798 530863928
1481 138449 859764166
1494 138052 785032576
1495 227237 554648508
1499 311889 158821550
1500 201359 644757564
1507 57518 893308999
1513 371970 860935243
1523 188364 913699455
1530 115400 635525860
1532 229487 430932188
1534 122020 724019776
1534 230326 933081881
1538 204884 123695448
1538 225525 428603468
1543 377192 507643816
1551 93093 632929866
1551 214055 656763188
1562 117000 675627850
1566 110572 456737487
1567 152716 887887816
1569 17373 756293274
1569 233144 642163371
1573 13183 235394251
1595 370748 400762793
1598 164958 89788591
1606 210134 233231338
1612 141673 197647857
1616 313183 929385195
1620 223149 47503388
1621 2322 686813605
1621 319451 674783325
1622 247857 955348973
1626 60330 406850445
1635 34479 668504093
1637 217645 299393135
1639 263821 380920052
1652 379833 568426037
1655 331522 370109882
1660 68145 309271369
1679 293640 938670247
1695 306546 267324489
1696 159703 542406533
1698 258396 430331730
1704 298224 594436756
1714 319151 132494720
1718 27110 510968237
1718 255006 774824629
1724 282487 824843689
1726 304687 345224602
1726 372982 935298051
1746 143586 762048483
1756 110204 785720507
1762 379286 461042902
1763 175378 430387837
1764 24674 438870029
1765 335617 53845762
1767 195222 328423034
1776 319259 652870070
1788 217076 196907947
1796 126075 667457179
1801 205113 927765326
1807 316751 365440364
1820 145260 277521655
1835 88367 243362565
1842 380407 676565537
1845 385996 698106625
1847 381197 982850162
1858 44671 574587813
1866 30236 378371651
1868 151190 336614908
1872 110460 452371295
1878 234659 45073474
1883 378369 56053769
1894 34191 503880837
1897 65598 394366019
1917 9939 789723529
1919 90077 992759629
1935 255052 255834604
1946 275402 420176236
1946 303596 149566346
1947 94829 16485868
1948 329212 909271330
1952 275317 236029798
1957 213925 484081209
1959 73427 856393286
1960 188139 270145342
1973 72168 876433287
1973 331959 857954798
1977 373190 632882624
1982 338187 373051385
1998 215708 157556324
2000 113607 972399589
2001 376798 961447749
2002 306309 548734002
2003 50516 83255386
2006 18874 516525759
2006 270604 203872705
2010 168146 381476972
2022 275016 274312710
2024 28654 531251967
2032 80143 734053541
2033 21515 5356875
2033 52485 869251277
2035 129740 698554766
2042 298596 679218278
2050 221286 147936795
2053 193002 792422741
2062 3708 203829816
2062 239317 810327294
2063 209380 743576905
2064 34429 697294346
2067 365921 855983661
2081 214599 942118506
2084 239185 12057831
2087 191773 713290650
2097 283711 552909441
2098 64590 283432234
2113 58139 2200876
2114 203763 485277049
2119 360323 183773868
2122 213825 949903555
2135 338858 691212018
2153 55837 111205982
2158 370675 31490826
2170 303370 993724992
2176 304389 973111863
2179 313960 427500228
2180 144483 409085787
2180 231971 482517165
2184 189338 657688220
2189 45261 858167146
2192 42984 451690820
2202 14087 20080027
2220 259967 307783657
2222 163846 418328020
2227 268769 968193229
2236 206354 138762144
2238 241329 1457799
2240 382192 99791047
2249 323736 773925090
2251 48776 81790163
2253 268445 186622468
2258 55210 551434961
2263 160649 317041106
2263 320233 325456212
2270 153310 425361299
2280 63466 47922366
2287 31487 885599699
2297 167648 615370178
2297 263768 745715337
2302 110239 56154660
2303 224518 271902588
2310 340249 290776003
2312 274440 217488609
2317 79108 858989528
2320 246736 357518921
2329 86045 893999232
2335 59729 231674297
2339 69278 196358263
2350 110131 545147162
2365 353881 445254949
2366 244075 262432723
2379 83931 73961695
2382 78504 194030772
2383 72908 425133926
2394 79685 663205397
2405 301442 12510386
2406 141646 184287806
2414 247819 202201077
2418 313473 377887241
2420 46546 593811162
2420 330592 355121606
2425 340378 383623949
2428 152143 828627038
2448 40075 311826431
2453 45755 612282042
2456 364984 892537066
2459 78831 206705509
2461 51733 688042771
2461 301825 262300783
2464 278112 496618574
2465 18366 152439188
2473 369743 681118663
2480 237313 260790942
2483 178745 658609918
2484 255806 954791431
2487 146544 997525267
2488 8613 252112866
2503 11280 696517187
2514 340719 854621434
2516 37165 967306162
2517 277416 784819259
2528 215777 967563626
2528 223526 353795664
2536 124150 895744163
2541 39151 533174669
2545 278027 892862020
2546 160541 924598287
2554 61511 642562985
2557 305559 473514018
2558 271343 170354087
2561 93361 595748066
2563 142700 605651916
2563 229168 193596708
2573 298825 592504299
2581 38110 967786134
2591 133527 809109975
2597 342940 615348516
2605 102004 295645037
2607 230131 852696221
2607 267121 422678231
2615 289483 850837654
2616 135343 724967183
2626 244574 555733134
2627 33958 707728546
2633 147828 745243730
2644 24334 502270646
2654 227822 422560931
2656 341976 169941582
2660 308634 448055829
2678 74713 822946251
2682 203762 998567481
2698 163363 576618165
2710 321850 584843006
2713 168389 201140667
2713 241455 106127955
2725 172596 924956408
2731 150624 638375953
2737 338086 54069879
2745 203448 738992664
2749 57495 568288505
2752 262590 127768247
2755 376233 539014901
2758 148077 626809681
2784 171762 307795935
2790 164505 123442492
2804 386559 700076973
2817 21627 900312300
2821 239466 633485462
2828 95295 902231888
2829 262558 551496476
2841 86147 964443515
2843 370409 351310412
2857 132666 276479623
2858 181337 531332676
2859 322528 675497398
2861 362098 415479542
2866 39116 264128729
2866 261665 970244394
2868 143595 192095989
2871 102545 607349705
2876 222178 975150370
2878 193224 477288279
2887 257557 511894454
2888 233145 774773697
2895 44742 289927587
2898 368547 53513304
2903 240597 991144477
2905 354279 171208221
2909 72965 525205631
2925 102268 543374910
2925 287356 738536047
2927 187527 400637152
2927 276186 243878463
2933 26259 896844831
2933 366927 809025942
2937 274434 245721426
2949 188106 743314511
2978 288765 788015251
2979 325338 809066400
2987 85553 416958078
3002 158021 171398526
3002 165927 853340727
3004 241066 894289472
3010 309047 774476209
3014 326986 658569858
3014 379791 485593134
3031 22643 175751500
3033 289561 146866945
3047 94078 967954034
3047 133170 658034843
3047 348266 255569725
3051 131709 300033988
3061 111206 835670346
3065 109369 33261864
3065 323412 488499122
3066 116953 928560404
3066 368285 144182891
3073 59973 887300482
3085 234967 37046765
3087 178528 730622546
3108 281015 861232408
3109 71208 151053274
3110 199019 79244116
3145 153955 379367328
3145 348153 847189241
3147 39488 721724261
3161 318440 615825393
3161 368686 207346790
3168 177360 384591516
3172 8869 673465053
3172 174927 346677491
3172 367744 196038093
3214 105305 474121199
3216 246599 438793983
3219 9550 776994091
3225 164575 79848775
3230 224889 123497672
3240 379658 196946187
3244 52073 30294416
3244 130848 567724293
3249 138800 313558877
3250 19828 252512071
3257 106719 620103611
3257 338591 532899455
3260 77260 889808076
3269 262012 674475388
3270 21437 613938284
3271 35399 417665776
3290 49646 422168980
3298 154153 634059127
3301 65538 350361603
3305 94502 495813080
3317 17984 732538906
3317 164999 410559369
3323 318923 483826951
3324 162654 739578232
3325 327607 97106214
3326 273385 998741256
3336 260753 842379427
3344 57559 822496089
3350 17169 516714083
3355 131333 318268620
3356 68068 354849060
3369 27053 259821253
3369 346357 964836066
3380 120066 344081331
3381 13751 426241148
3386 13204 707265357
3390 172343 112194455
3398 206246 115189533
3402 237378 700964034
3406 263996 492776257
3409 114462 819675611
3410 210965 465203568
3414 340067 62747824
3415 27308 687266875
3433 74230 792954856
3439 182710 831517333
3442 299694 999079972
3452 122906 779984277
3455 133245 110097248
3460 34344 367903865
3461 300314 108716191
3468 86192 508517101
3468 133452 950464455
3485 251738 954342797
3492 112698 299578313
3498 214184 603405992
3506 129636 844847364
3514 192518 31606087
3519 266208 265819627
3521 44141 557985901
3524 59180 306785252
3542 55626 784439967
3545 32829 812355187
3556 283006 156850086
3564 333784 784673431
3570 362582 449346195
3572 67759 90438772
3576 119908 358395394
3581 327153 283589425
3582 273361 810469539
3589 282043 937463587
3600 365842 737417718
3605 73686 322935338
3608 301981 495267669
3609 106183 140645979
3621 76434 876355383
3642 104641 729898719
3649 270004 387963058
3650 233354 49905946
3653 341992 84108097
3656 267733 811821583
3663 24478 310280391
3663 35277 622903298
3665 134657 786177491
3680 94248 273375838
3701 230406 491851301
3703 323632 480330713
3712 162897 608384881
3717 190587 819405525
3734 346098 156156002
3736 265412 387414537
3736 318446 297508833
3737 285031 749523808
3739 364911 139932310
3751 207429 613092640
3762 145543 194000046
3773 88713 227905359
3785 296376 123819487
3790 149416 329643345
3791 112081 778886569
3795 48692 51682773
3796 190705 690208733
3797 240834 560618738
3798 233200 607629154
3805 342431 668039820
3808 356699 114033974
3812 368737 578126588
3820 115890 467173299
3825 148129 926976496
3833 263827 636603411
3835 68683 148407182
3841 29171 755566134
3860 306718 700905951
3869 335950 238779042
3874 152038 75359338
3884 351981 338938058
3893 189603 617893919
3905 237311 175891858
3940 159486 786556279
3940 223539 797637138
3944 21505 610428120
3947 18089 315548314
3951 356810 776112445
3952 42348 536171509
3954 17874 930391318
3957 110177 926607602
3957 226435 541190508
3960 355485 402670623
3964 91279 610413384
3969 4875 12313047
3973 56334 341712725
3973 318755 607675519
3974 55432 593555396
3980 83727 512950540
3980 177476 157650031
3980 232379 391398343
3981 108194 892970817
3981 351434 301820756
3999 51789 354308308
4000 268318 180293104
4003 314356 97329499
4015 93547 680383737
4015 187903 516361153
4022 183272 422644915
4023 381076 669749522
4036 319021 750724168
4042 94552 276718106
4046 131434 310774800
4047 212081 64643915
4050 193947 878613523
4054 224125 645311203
4055 253855 373876427
4074 327565 288345933
4087 22385 484823085
4087 228323 740809160
4087 330960 21249258
4096 327374 152532806
4097 226239 67510257
4112 368572 837560726
4113 296104 28014648
4126 203374 711521476
4139 17830 913597628
4143 292360 593970879
4156 253934 973239494
4157 125426 336734012
4164 320524 970606703
4168 296174 54955995
4173 250652 953189733
